PubID,PubMedID,PubYear,NumPts,NumIsolates,NumLANLIsolates,NumLANLIsolatesQCPassed,Title,Authors,Subtypes,RxStatus,Notes
HSkF6fqgwQf6BwYFCDxq6W0Q,,2017,,,6,6,Direct Submission,"Cuevas,M.T., Sanchez,M., Carrera,C., Delgado,E., Thomson,M. and Perez Alvarez,L.",14F1; A1; BCG; C; F1,,
PM11055649,11055649,2000,,14,6,6,Analysis of HIV-1 genetic subtypes in Finland reveals good correlation between molecular and epidemiological data,"Liitsola,K., Holmstrom,P., Laukkanen,T., Brummer-Korvenkontio,H., Leinikki,P. and Salminen,M.O.",01_AE; A1; C,Rx,
PM15272396,15272396,2004,,7,6,6,Long-term survivors in Nairobi: complete HIV-1 RNA sequences and immunogenetic associations,"Fang,G., Kuiken,C., Weiser,B., Rowland-Jones,S., Plummer,F., Chen,C.H., Kaul,R., Anzala,A.O., Bwayo,J., Kimani,J., Philpott,S.M., Kitchen,C., Sinsheimer,J.S., Gaschen,B., Lang,D., Shi,B., Kemal,K.S., Rostron,T., Brunner,C., Beddows,S., Sattenau,Q., Paxinos,E., Oyugi,J. and Burger,H.",A1; AC; CD; D,,
PM15737911,15737911,2005,,6,6,6,"The analysis of near full-length genome sequences of human immunodeficiency virus type 1 BF intersubtype recombinant viruses from Chile, Venezuela and Spain reveals their relationship to diverse lineages of recombinant viruses related to CRF12_BF","Sierra,M., Thomson,M.M., Rios,M., Casado,G., Castro,R.O., Delgado,E., Echevarria,G., Munoz,M., Colomina,J., Carmona,R., Vega,Y., Parga,E.V., Medrano,L., Perez-Alvarez,L., Contreras,G. and Najera,R.",44_BF; BF; BF1,,
PM16834457,16834457,2006,,7,6,6,Insensitivity of paediatric HIV-1 subtype C viruses to broadly neutralising monoclonal antibodies raised against subtype B,"Gray,E.S., Meyers,T., Gray,G., Montefiori,D.C. and Morris,L.",C,,
PM17514018,17514018,2007,,6,6,6,Genetic characterization of HIV-1 strains circulating in Kazakhstan,"Eyzaguirre,L.M., Erasilova,I.B., Nadai,Y., Saad,M.D., Kovtunenko,N.G., Gomatos,P.J., Zeman,V.V., Botros,B.A., Sanchez,J.L., Birx,D.L., Earhart,K.C. and Carr,J.K.",A6,,
PM17530991,17530991,2007,,62,6,6,Identification and characterization of HIV type 1 subtypes present in the Kingdom of Saudi Arabia: high level of genetic diversity found,"Badreddine,S., Smith,K., van Zyl,H., Bodelle,P., Yamaguchi,J., Swanson,P., Devare,S.G. and Brennan,C.A.",25_cpx; 43_02G,,
PM19036810,19036810,2009,91,91,6,6,Protective HLA class I alleles that restrict acute-phase CD8+ T-cell responses are associated with viral escape mutations located in highly conserved regions of human immunodeficiency virus type 1,"Wang,Y.E., Li,B., Carlson,J.M., Streeck,H., Gladden,A.D., Goodman,R., Schneidewind,A., Power,K.A., Toth,I., Frahm,N., Alter,G., Brander,C., Carrington,M., Walker,B.D., Altfeld,M., Heckerman,D. and Allen,T.M.",B,Naive,
PM21524671,21524671,2011,,42,6,6,HIV-1 clade C envelopes obtained from late stage symptomatic Indian patients varied in their ability towards relative CD4 usages and sensitivity to CCR5 antagonist TAK-779,"Gharu,L., Ringe,R. and Bhattacharya,J.",C,,
PM21573003,21573003,2011,,146,6,6,"Cross-Sectional Detection of Acute HIV Infection: Timing of Transmission, Inflammation and Antiretroviral Therapy","Gay,C., Dibben,O., Anderson,J.A., Stacey,A., Mayo,A.J., Norris,P.J., Kuruc,J.D., Salazar-Gonzalez,J.F., Li,H., Keele,B.F., Hicks,C., Margolis,D., Ferrari,G., Haynes,B., Swanstrom,R., Shaw,G.M., Hahn,B.H., Eron,J.J., Borrow,P. and Cohen,M.S.",B,,
PM22016769,22016769,2011,,6,6,6,"Characterization of Neutralizing Profiles in HIV-1 Infected Patients from whom the HJ16, HGN194 and HK20 mAbs were Obtained","Balla-Jhagjhoorsingh,S.S., Willems,B., Heyndrickx,L., Heyndrickx,L., Vereecken,K., Janssens,W., Seaman,M.S., Corti,D., Lanzavecchia,A., Davis,D. and Vanham,G.",02_AG; C; D,,
PM22022460,22022460,2011,113,51,6,6,"Characterization of Partial and Near Full-Length Genomes of HIV-1 Strains Sampled from Recently Infected Individuals in Sao Paulo, Brazil","Sanabani,S.S., Pastena,E.R., da Costa,A.C., Martinez,V.P., Kleine-Neto,W., de Oliveira,A.C., Sauer,M.M., Bassichetto,K.C., Oliveira,S.M., Tomiyama,H.T., Sabino,E.C. and Kallas,E.G.",B; BF1,Naive,
PM22419808,22419808,2012,,473,6,6,Selection Pressure on HIV-1 Envelope by Broadly Neutralizing Antibodies to the Conserved CD4-Binding Site,"Wu,X., Wang,C., O'Dell,S., Li,Y., Keele,B.F., Yang,Z., Imamichi,H., Doria-Rose,N., Hoxie,J.A., Connors,M., Shaw,G.M., Wyatt,R.T. and Mascola,J.R.",B,,
PM23123038,23123038,2013,,273,6,6,"Molecular identification, cloning and characterization of transmitted/founder HIV-1 subtype A, D and A/D infectious molecular clones","Baalwa,J., Wang,S., Parrish,N.F., Decker,J.M., Keele,B.F., Learn,G.H., Yue,L., Ruzagira,E., Ssemwanga,D., Kamali,A., Amornkul,P.N., Price,M.A., Kappes,J.C., Karita,E., Kaleebu,P., Sanders,E., Gilmour,J., Allen,S., Hunter,E., Montefiori,D.C., Haynes,B.F., Cormier,E., Hahn,B.H. and Shaw,G.M.",A1D; D,Naive,
PM24454702,24454702,2014,,6,6,6,Novel HIV-1 recombinants spreading across multiple risk groups in the United Kingdom: the identification and phylogeography of Circulating Recombinant Form (CRF) 50_A1D,"Foster,G.M., Ambrose,J.C., Hue,S., Delpech,V.C., Fearnhill,E., Abecasis,A.B., Leigh Brown,A.J. and Geretti,A.M.",50_A1D; A1BD,,
PM24465513,24465513,2014,,12,6,6,A Newly Emerging HIV-1 Recombinant Lineage (CRF58_01B) Disseminating among People Who Inject Drugs in Malaysia,"Chow,W.Z., Takebe,Y., Syafina,N.E., Prakasa,M.S., Chan,K.G., Al-Darraji,H.A., Koh,C., Kamarulzaman,A. and Tee,K.K.",58_01B,,
PM25492033,25492033,2015,,7,6,6,"Sequencing and Phylogenetic Analysis of Near Full-Length HIV-1 Subtypes A, B, G and Unique Recombinant AC and AD Viral Strains Identified in South Africa","Wilkinson,E., Holzmayer,V., Jacobs,G.B., de Oliveira,T., Brennan,C.A., Hackett,J. Jr., van Rensburg,E.J. and Engelbrecht,S.",A1; A1C; A1D; B; G,,
PM26066756,26066756,2015,,6,6,6,Cocirculation of Several Similar But Unique HIV-1 Recombinant Forms in Guinea-Bissau Revealed by Near Full-Length Genomic Sequencing,"Palm,A.A., Esbjornsson,J., Mansson,F., Biague,A., da Silva,Z.J., Norrgren,H., Jansson,M. and Medstrand,P.",02A; 02A1,,
PM28069935,,2017,,,6,6,Resistance to type 1 interferons is a major determinant of HIV-1 transmission fitness,"Iyer,S.S., Bibollet-Ruche,F., Sherrill-Mix,S., Learn,G.H., Plenderleith,L., Smith,A.G., Barbian,H.J., Russell,R.M., Gondim,M.V., Bahari,C.Y., Shaw,C.M., Li,Y., Decker,T., Haynes,B.F., Shaw,G.M., Sharp,P.M., Borrow,P. and Hahn,B.H.",B; C; CD,,
PM28628667,,2017,,,6,6,"Characterization of HIV-1 CRF90_BF1 and putative novel CRFs_BF1 in Central West, North and Northeast Brazilian regions","Reis,M.N.D.G., Bello,G., Guimaraes,M.L. and Stefani,M.M.A.",90_BF1,,
PM9621027,9621027,1998,,16,6,6,A comprehensive panel of near-full-length clones and reference sequences for non-subtype B isolates of human immunodeficiency virus type 1,"Gao,F., Robertson,D.L., Carruthers,C.D., Morrison,S.G., Jian,B., Chen,Y., Barre-Sinoussi,F., Girard,M., Srinivasan,A., Abimiku,A.G., Shaw,G.M., Sharp,P.M. and Hahn,B.H.",AG; BF1; D; F1; G; H,,
PM9847317,9847317,1999,,6,6,6,"Full-length human immunodeficiency virus type 1 genomes from subtype C-infected seroconverters in India, with evidence of intersubtype recombination","Lole,K.S., Bollinger,R.C., Paranjape,R.S., Gadkari,D., Kulkarni,S.S., Novak,N.G., Ingersoll,R., Sheppard,H.W. and Ray,S.C.",A1C; C,,
HS7q0jf9bOgAvDtPwEIpbF7Q,,,,,5,5,Construction and characterization of HIV-1 CRF02_AG infectious molecular clones derived from Ghanaian patients,"Sakamoto,Y., Takekawa,N., Ampofo,W., Sata,T. and Tatsumi,M.",02_AG,,
HSAvGyETKTEKAdWMFi7gqZsQ,,,,,5,5,Genetic and functional analysis of HIV-1 envelope from long-term non-progressors,"Martinez,L. and Delgado,R.",B,,
HSRLuZL0-XQKFOH12qC19QBA,,,,,5,5,Construction and characterization of infectious molecular clones derived from japanese blood donors,"Umeki-Sakamoto,Y., Takekawa,N. and Tatsumi,M.",01_AE; B,,
HSRirhQhgz1o0oF7Djo_ukPA,,,,,5,5,Acute Subtype B SGA env Z Patients,"Ping,L.-H., Anderson,J.A., Takamune,N. and Swanstrom,R.",B,,
HSTYYFulj3KfgARv1NBfF9mw,,,,,5,5,Identification of CRF17_BF in Four South American Countries,"Carr,J.K., Gomez-Carrillo,M., Avila,M., Montano,S., Sanchez,J.L. and Eyzaguirre,L.M.",17_BF,,
HSURScTzemoZRRAhn-ALYgAg,,,,63,5,5,Selection on isolation of HIV-1 in peripheral blood mononuclear cells and Herpesvirus saimiri transformed T-cells is comparable,"Zheng,N.N., Vella,C., Easterbrook,P.J. and Daniels,R.S.",B,,
HSZM6gnuRT9JqnJFQY7EpGcw,,,,,5,5,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Salomon,H., Busch,M.P., Denny,T.N. and Gao,F.",B; BF1,,
HSehhr9MG2sNLar4jbdBhXsg,,,,,5,5,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Berba,R., Busch,M.P., Denny,T.N. and Gao,F.",01B; 01_AE; B,,
HShCXeEQD3GNCtdyKtCpNsvg,,2013,,20,5,5,Development of a panel of HIV-1 strains of different genetic foms,"Delgado,E., Cuevas,M.T., Fernandez Garcia,A., Pinilla,M., Sanchez,M., Marino,A., Cilla,G., Aguirrebengoa,K., Ojea,R., Castro,A., Miralles,C., Rodriguez,R., Lopez Alvarez,M.J., Portu,J.J., Thomson,M.M. and Perez Alvarez,L.",B; F1,ProbablyNaive,
HSmbCmpfhbf4UCkaOZ-SLmRQ,,,,,5,5,Genetic characterization of six full-length HIV-1 genomes from India reveals a monophyletic lineage of Indian sub-subtype A1,"Pandey,S.S., Kulkarni,S., Thakar,M. and Paranjape,R.",A1,,
HSq0dtd8Il9s0pn1s2ZOqGjw,,,,,5,5,"Virus, Host and Disease Factors Govern HIV-1 Broadly Neutralizing Antibody Induction","Trkola,A. and Rusert,P.",01_AE; B,,
HSw85n7Fz1-6nzKay-tSY05A,,,,,5,5,Proviruses with Identical Sequences Comprise a Large Fraction of the Replication-Competent HIV Reservoir,"Bui,J.K., Sobolewski,M.D., Keele,B.F., Spindler,J., Musick,A., Wiegand,A., Luke,B.T., Shao,W., Hughes,S.H., Coffin,J.M., Kearney,M.F. and Mellors,J.W.",B,,
HSw8LI3rPpiwTO5a3-1-prjA,,,,,5,5,Maximum Likelihood Analysis of Clock-Like Behavior in HIV: Implications on Dating Strategies in HIV Molecular Phylogenies,"Lemey,P., Salemi,M., Wang,B., Saksena,N.K. and Vandamme,A.M.",B,,
HSxLJdcvAxBfbU0fj8uFpR-Q,,,,67,5,5,Replication-competent non-induced proviruses in the latent reservoir increase barrier to HIV-1 cure,"Ho,Y.-C., Shan,L., Hosmane,N.N., Wang,J., Laskey,S.B., Rosenbloom,D.I., Lai,J., Blankson,J.N. and Siliciano,R.F.",B,,
HSzboQ1Glwm0VN4Ea2nUJTpA,,,,8,5,5,"Molecular and epidemiological characterization of HIV-1 infected individuals from Medellin, Columbia","Sanchez,G.I., Carrion,G., Eyzaguirre,L., Arias,S., Negrete,M., Montano,S., Perez,J., Russell,K.L., Sateren,W., Birx,D.L., Carr,J.K. and Sanchez,J.L.",B,,
PM10659053,10659053,2000,,5,5,5,Near-full-length genome sequencing of divergent African HIV type 1 subtype F viruses leads to the identification of a new HIV type 1 subtype designated K,"Triques,K., Bourgeois,A., Vidal,N., Mpoudi-Ngole,E., Mulanga-Kabeya,C., Nzilambi,N., Torimiro,N., Saman,E., Delaporte,E. and Peeters,M.",F1; F2; K,Naive,
PM11070028,11070028,2000,,5,5,5,"A recent outbreak of human immunodeficiency virus type 1 infection in southern China was initiated by two highly homogeneous, geographically separated strains, circulating recombinant form AE and a novel BC recombinant","Piyasirisilp,S., McCutchan,F.E., Carr,J.K., Sanders-Buell,E., Liu,W., Chen,J., Wagner,R., Wolf,H., Shao,Y., Lai,S., Beyrer,C. and Yu,X.F.",01_AE; 08_BC,,
PM11429108,11429108,2001,,10,5,5,Evidence of two distinct subsubtypes within the HIV-1 subtype A radiation,"Gao,F., Vidal,N., Li,Y., Trask,S.A., Chen,Y., Kostrikis,L.G., Ho,D.D., Kim,J., Oh,M.-D., Choe,K., Salminen,M., Robertson,D.L., Shaw,G.M., Hahn,B.H. and Peeters,M.",16_A2D; A2; A2G,PINaive,
PM12036486,12036486,2002,,15,5,5,"HIV type 1 variants transmitted to women in Kenya require the CCR5 coreceptor for entry, regardless of the genetic complexity of the infecting virus","Long,E.M., Rainwater,S.M., Lavreys,L., Mandaliya,K. and Overbaugh,J.",A1; A1D,,
PM14709249,14709249,2003,,6,5,5,"A cluster of HIV type 1 subtype C sequences from Ethiopia, observed in full genome analysis, is not sustained in subgenomic regions","Harris,M.E., Maayan,S., Kim,B., Zeira,M., Ferrari,G., Birx,D.L. and McCutchan,F.E.",C,,
PM15044802,15044802,2019,,5,5,5,Envelope-constrained neutralization-sensitive HIV-1 after heterosexual transmission,"Derdeyn,C.A., Decker,J.M., Bibollet-Ruche,F., Mokili,J.L., Muldoon,M., Denham,S.A., Heil,M.L., Kasolo,F., Musonda,R., Hahn,B.H., Shaw,G.M., Korber,B.T., Allen,S. and Hunter,E.",C,,
PM15157359,15157359,2004,,30,5,5,Analysis of full-length HIV type 1 env genes indicates differences between the virus infecting T cells and dendritic cells in peripheral blood of infected patients,"Daniels,R.S., Wilson,P., Patel,D., Longhurst,H. and Patterson,S.",B,,
PM15507630,15507630,2004,,5,5,5,Distinct human immunodeficiency virus type 1 subtype A virus circulating in West Africa: sub-subtype A3,"Meloni,S.T., Kim,B., Sankale,J.L., Hamel,D.J., Tovanabutra,S., Mboup,S., McCutchan,F.E. and Kanki,P.J.",02A3; A3,,
PM15725753,15725753,2005,,6,5,5,"Analysis of full-length human immunodeficiency virus type 1 genome reveals a variable spectrum of subtypes B and f recombinants in Sao Paulo, Brazil","Sa Filho,D.J., Sanabani,S., Diaz,R.S., Munerato,P., Brunstein,A., Fusuma,E., Sabino,E.C. and Janini,L.M.",29_BF; BF; BF1,,
PM16060835,16060835,2005,,6,5,5,"HIV Type 1 Strains Common in Europe, Africa, and Asia Cocirculate in Yemen","Saad,M.D., Al-Jaufy,A., Grahan,R.R., Nadai,Y., Earhart,K.C., Sanchez,J.L. and Carr,J.K.",B; C; D,,
PM16706626,16706626,2006,,5,5,5,HIV-1 genetic diversity and genotypic drug susceptibility in the Republic of Georgia,"Zarandia,M., Tsertsvadze,T., Carr,J.K., Nadai,Y., Sanchez,J.L. and Nelson,A.K.",A6; B; C,,
PM1736940,1736940,1992,,9,5,5,Distinct populations of human immunodeficiency virus type 1 in blood and cerebrospinal fluid,"Steuler,H., Storch-Hagenlocher,B. and Wildemann,B.",B,,
PM17978186,17978186,2007,,5,5,5,The emergence of HIV/AIDS in the Americas and beyond,"Gilbert,M.T., Rambaut,A., Wlasiuk,G., Spira,T.J., Pitchenik,A.E. and Worobey,M.",B,,
PM18032508,18032508,2008,,24,5,5,In vivo efficacy of human immunodeficiency virus neutralizing antibodies: estimates for protective titers,"Trkola,A., Kuster,H., Rusert,P., von Wyl,V., Leemann,C., Weber,R., Stiegler,G., Katinger,H., Joos,B. and Gunthard,H.F.",B; G,,
PM18444795,18444795,2008,,5,5,5,HIV-1 tropism and survival in vertically infected Ugandan infants,"Church,J.D., Huang,W., Mwatha,A., Toma,J., Stawiski,E., Donnell,D., Guay,L.A., Mmiro,F., Musoke,P., Jackson,J.B., Parkin,N. and Eshleman,S.H.",A1; A1D; D,,
PM18524815,18524815,2008,,203,5,5,Autologous neutralizing humoral immunity and evolution of the viral envelope in the course of subtype B human immunodeficiency virus type 1 infection,"Bunnik,E.M., Pisas,L., van Nuenen,A.C. and Schuitemaker,H.",B,,
PM18809195,18809195,2008,,6,5,5,Selective regimes and evolutionary rates of HIV-1 subtype B V3 variants in the Brazilian epidemic,"Diaz,R.S., Leal,E., Sanabani,S., Sucupira,M.C., Tanuri,A., Sabino,E.C. and Janini,L.M.",B,,
PM18842728,18842728,2008,,20,5,5,Human immunodeficiency virus type 1 superinfection occurs despite relatively robust neutralizing antibody responses,"Blish,C.A., Dogan,O.C., Derby,N.R., Nguyen,M.A., Chohan,B., Richardson,B.A. and Overbaugh,J.",A1; A1C; A1D; C,Naive,
PM19361281,19361281,2009,,5,5,5,HIV type 1 group M subtype G in Cameroon: five genome sequences,"Yamaguchi,J., Ndembi,N., Ngansop,C., Mbanya,D., Kaptue,L., Gurtler,L.G., Devare,S.G. and Brennan,C.A.",G,,
PM19454710,19454710,2009,,168,5,5,Kinetics of expansion of epitope-specific T cell responses during primary HIV-1 infection,"Turnbull,E.L., Wong,M., Wang,S., Wei,X., Jones,N.A., Conrod,K.E., Aldam,D., Turner,J., Pellegrino,P., Keele,B.F., Williams,I., Shaw,G.M. and Borrow,P.",B,,
PM19678767,19678767,2009,,8,5,5,"Genetic characterization of eight full-length HIV type 1 genomes from the Democratic Republic of Congo (DRC) reveal a new subsubtype, A5, in the A radiation that predominates in the recombinant structure of CRF26_A5U","Vidal,N., Bazepeo,S.E., Mulanga,C., Delaporte,E. and Peeters,M.",26C; 26_A5U,,
PM20071586,20071586,2010,,100,5,5,Rapid escape from preserved cross-reactive neutralizing humoral immunity without loss of viral fitness in HIV-1-infected progressors and long-term nonprogressors,"van Gils,M.J., Bunnik,E.M., Burger,J.A., Jacob,Y., Schweighardt,B., Wrin,T. and Schuitemaker,H.",B,,
PM20352106,20352106,2010,,123,5,5,4E10-resistant HIV-1 isolated from four subjects with rare membrane-proximal external region polymorphisms,"Nakamura,K.J., Gach,J.S., Jones,L., Semrau,K., Walter,J., Bibollet-Ruche,F., Decker,J.M., Heath,L., Decker,W.D., Sinkala,M., Kankasa,C., Thea,D., Mullins,J., Kuhn,L., Zwick,M.B. and Aldrovandi,G.M.",C,,
PM21209592,21209592,2011,,132,5,5,Mapping and Characterization of Vicriviroc Resistance Mutations From Human Immunodeficiency Virus Type-1 Isolated from Treatment-Experienced Subjects Enrolled in a Phase II Study (VICTOR-E1),"McNicholas,P.M., Mann,P.A., Bsc,L.W., Phd,P.Q., Lee,E., McCarthy,M., Shen,J., Black,T.A. and Strizki,J.M.",B,,
PM21471230,21471230,2011,,132,5,5,Intercompartmental Recombination of HIV-1 Contributes to env Intrahost Diversity and Modulates Viral Tropism and Sensitivity to Entry Inhibitors,"Brown,R.J., Peters,P.J., Caron,C., Gonzalez-Perez,M.P., Stones,L., Ankghuambom,C., Pondei,K., McClure,C.P., Alemnji,G., Taylor,S., Sharp,P.M., Clapham,P.R. and Ball,J.K.",02_AG; B; U,,
PM21522007,21522007,2011,,5,5,5,Circulation of multiple patterns of unique recombinant forms B/CRF02_AG in France: precursor signs of the emergence of an upcoming CRF B/02,"Leoz,M., Chaix,M.L., Delaugerre,C., Rivoisy,C., Meyer,L., Rouzioux,C., Simon,F. and Plantier,J.C.",02B; 02BD; 56_cpx,,
PM21593147,21593147,2011,,6,5,5,Longer V1V2 Region with Increased Number of Potential N-Linked Glycosylation Sites in the HIV-1 Envelope Glycoprotein Protects against HIV-Specific Neutralizing Antibodies,"van Gils,M.J., Bunnik,E.M., Boeser-Nunnink,B.D., Burger,J.A., Terlouw-Klein,M., Verwer,N. and Schuitemaker,H.",B,,
PM21645646,21645646,2011,,5,5,5,"High genetic diversity of HIV-1 was found in men who have sex with men in Shijiazhuang, China","Li,L., Lu,X., Li,H., Chen,L., Wang,Z., Liu,Y., Bao,Z., Li,T., Tian,C., Liu,H., Zhuang,D., Liu,S. and Li,J.",01_AE; 07_BC; B,,
PM21760896,21760896,2011,,80,5,5,Impact of the HIV-1 env Genetic Context outside HR1-HR2 on Resistance to the Fusion Inhibitor Enfuvirtide and Viral Infectivity in Clinical Isolates,"Baatz,F., Nijhuis,M., Lemaire,M., Riedijk,M., Wensing,A.M., Servais,J.Y., van Ham,P.M., Hoepelman,A.I., Koopmans,P.P., Sprenger,H.G., Devaux,C., Schmit,J.C. and Perez Bercoff,D.",B,,
PM22319447,22319447,2012,,367,5,5,Absence of HIV-1 Evolution in the Gut-Associated Lymphoid Tissue from Patients on Combination Antiviral Therapy Initiated during Primary Infection,"Evering,T.H., Mehandru,S., Racz,P., Tenner-Racz,K., Poles,M.A., Figueroa,A., Mohri,H. and Markowitz,M.",B,,
PM22933284,22933284,2012,,10,5,5,"Sequences in Glycoprotein gp41, the CD4 Binding Site, and the V2 Domain Regulate Sensitivity and Resistance of HIV-1 to Broadly Neutralizing Antibodies","O'Rourke,S.M., Schweighardt,B., Phung,P., Mesa,K.A., Vollrath,A.L., Tatsuno,G.P., To,B., Sinangil,F., Limoli,K., Wrin,T. and Berman,P.W.",B,,
PM23221345,23221345,2013,,1264,5,5,Vertical T cell immunodominance and epitope entropy determine HIV-1 escape,"Liu,M.K., Hawkins,N., Ritchie,A.J., Ganusov,V.V., Whale,V., Brackenridge,S., Li,H., Pavlicek,J.W., Cai,F., Rose-Abrahams,M., Treurnicht,F., Hraber,P., Riou,C., Gray,C., Ferrari,G., Tanner,R., Ping,L.H., Anderson,J.A., Swanstrom,R., Cohen,M., Karim,S.S., Haynes,B., Borrow,P., Perelson,A.S., Shaw,G.M., Hahn,B.H., Williamson,C., Korber,B.T., Gao,F., Self,S., McMichael,A. and Goonetilleke,N.",B; C,Naive,
HS3u9rrsQwRlS9NYzHWTl86Q,,,,,4,4,Construction and characterization of HIV-1 subtype A and CRF01_AE infectious molecular clones,"Sakamoto,Y., Takekawa,N. and Tatsumi,M.",01_AE; A1,,
HS777MXP9FOCs5GuoGIDaXGA,,,,,4,4,"CRF45_AKU, a new circulating recombinant form from Central Africa, is the common ancestor of HIV-1 MAL and HIV-1 NOGIL","Niama,F.R., Vidal,N., Bazepeo,S.E., Mpoudi,E., Parra,H.J., Delaporte,E. and Peeters,M.",KU; U,,
HSD3hsttjF4cJESlB_WXJPBQ,,,,,4,4,Genomic sequence of HIV-1 from four members of the Sydney Blood Bank Cohort of long term non-progressors,"Oelrichs,R.B., McPhee,D.A. and Deacon,N.J.",B,,
HSDJO7qF4Ic-1QXt4ZuIurqg,,,,,4,4,Variation in HIV-1 R5 macrophage-tropism correlates with sensitivity to reagents that block envelope: CD4 interactions but not with sensitivity to other entry inhibitors,"Peters,P.J., Duenas-Decamp,M.J., Sullivan,W.M., Brown,R., Ankghaumbom,C., Luzuriaga,K., Robinson,J., Burton,D.R., Bell,J., Simmonds,P., Ball,J. and Clapham,P.R.",B,,
