PubID,PubMedID,PubYear,NumPts,NumIsolates,NumLANLIsolates,Title,Authors,Subtypes,RxStatus,Notes
PM11679152,11679152,2001,,10,1,Analysis of transition from long-term nonprogressive to progressive infection identifies sequences that may attenuate HIV type 1,"Fang,G., Burger,H., Chappey,C., Rowland-Jones,S., Visosky,A., Chen,C.H., Moran,T., Townsend,L., Murray,M. and Weiser,B.",B,,
PM11804555,11804555,2002,,20,1,Genotypic and phenotypic analysis of HIV type 1 primary isolates from western Cameroon,"Tebit,D.M., Zekeng,L., Kaptue,L., Salminen,M., Krausslich,H.G. and Herchenroder,O.",11_cpx,,
PM11804560,11804560,2002,,1,1,Construction and characterization of a full-length HIV-1(92UG001) subtype D infectious molecular clone,"Novelli,P., Vella,C., Oxford,J. and Daniels,R.S.",D,,
PM11839144,11839144,2002,,2,1,Isolation and characterization of replication-competent molecular DNA clones of HIV type 1 CRF01_AE with different coreceptor usages,"Kusagawa,S., Sato,H., Tomita,Y., Tatsumi,M., Kato,K., Motomura,K., Yang,R. and Takebe,Y.",01_AE,,
PM11839159,11839159,2002,,3,1,"Identification of a new circulating recombinant form of HIV type 1, CRF11-cpx, involving subtypes A, G, J, and CRF01-AE, in Central Africa","Montavon,C., Vergne,L., Bourgeois,A., Mpoudi-Ngole,E., Malonga-Mouellet,G., Butel,C., Toure-Kane,C., Delaporte,E. and Peeters,M.",11_cpx,,
PM12402946,12402946,2002,,1,1,Isolation and characterization of an infectious HIV type 1 molecular clone from a patient with primary infection,"Takeuchi,H., Suzuki,Y., Tatsumi,M., Hoshino,H., Daar,E.S. and Koyanagi,Y.",B,,
PM12459786,12459786,2002,,2,1,HIV-1 superinfection despite broad CD8+ T-cell responses containing replication of the primary virus,"Altfeld,M., Allen,T.M., Yu,X.G., Johnston,M.N., Agrawal,D., Korber,B.T., Montefiori,D.C., O'Connor,D.H., Davis,B.T., Lee,P.K., Maier,E.L., Harlow,J., Goulder,P.J., Brander,C., Rosenberg,E.S. and Walker,B.D.",B,,
PM12477871,12477871,2003,,5,1,"Identification and characterization of a new class of human immunodeficiency virus type 1 recombinants comprised of two circulating recombinant forms, CRF07_BC and CRF08_BC, in China","Yang,R., Kusagawa,S., Zhang,C., Xia,X., Ben,K. and Takebe,Y.",BC,,
PM12596728,12596728,2003,,3,1,"Emergence of complex and diverse CRF02-AG/CRF06-cpx recombinant HIV type 1 strains in Niger, West Africa","Mamadou,S., Vidal,N., Montavon,C., Ben,A., Djibo,A., Rabiou,S., Soga,G., Delaporte,E., Mboup,S. and Peeters,M.",0206,,
PM12639249,12639249,2003,,32,1,Characterization and selection of HIV-1 subtype C isolates for use in vaccine development,"Williamson,C., Morris,L., Maughan,M.F., Ping,L.H., Dryga,S.A., Thomas,R., Reap,E.A., Cilliers,T., van Harmelen,J., Pascual,A., Ramjee,G., Gray,G., Johnston,R., Karim,S.A. and Swanstrom,R.",C,,
PM12890627,12890627,2003,,4,1,"First demonstration of a lack of viral sequence evolution in a nonprogressor, defining replication-incompetent HIV-1 infection","Wang,B., Mikhail,M., Dyer,W.B., Zaunders,J.J., Kelleher,A.D. and Saksena,N.K.",B,,
PM12892062,12892062,2003,,1,1,Natural polymorphisms of protease in protease inhibitor-naive HIV-1 infected patients in Korea: a novel L63M in subtype B,"Sung,H., Foley,B.T., Ahn,S.H., Kim,Y.B., Chae,J.D., Shin,Y.O., Kang,H.I. and Cho,Y.K.",B,,
PM13678469,13678469,2003,,4,1,New HIV Type 1 CRF01_AE/B Recombinants Displaying Unique Distribution of Breakpoints from Incident Infections among Injecting Drug Users in Thailand,"Ramos,A., Nguyen,L., Hu,D.J., Vanichseni,S., Choopanya,K., Young,N.L., Tappero,J.W., Mastro,T.D., Folks,T.M. and Subbarao,S.",01B,,
PM14506784,14506784,2003,,1,1,Full-length sequence analysis of HIV-1 isolate CM237: a CRF01_AE/B intersubtype recombinant from Thailand,"Swanson,P., Devare,S.G. and Hackett,J. Jr.",01B,,
PM14506788,14506788,2003,,1,1,Near full-length genome characterization of an HIV type 1 CRF05_DF virus from Spain,"Casado,G., Thomson,M.M., Delgado,E., Sierra,M., Vazquez-De Parga,E., Perez-Alvarez,L., Ocampo,A. and Najera,R.",05_DF,,
PM1457208,1457208,1992,,1,1,Analysis of the envelope region of the highly divergent HIV-2ALT isolate extends the known range of variability within the primate immunodeficiency viruses,"Kreutz,R., Dietrich,U., Kuhnel,H., Nieselt-Struwe,K., Eigen,M. and Rubsamen-Waigmann,H.",B,,
PM14610167,14610167,2003,,7,1,Identification of sequential viral escape mutants associated with altered T-cell responses in a human immunodeficiency virus type 1-infected individual,"Geels,M.J., Cornelissen,M., Schuitemaker,H., Anderson,K., Kwa,D., Maas,J., Dekker,J.T., Baan,E., Zorgdrager,F., van den Burg,R., van Beelen,M., Lukashov,V.V., Fu,T.M., Paxton,W.A., van der Hoek,L., Dubey,S.A., Shiver,J.W. and Goudsmit,J.",B,,
PM14678608,14678608,2003,,3,1,Primary infection of a male plasma donor with divergent HIV variants from the same source followed by rapid fluctuations in their relative frequency and viral recombination,"Bernardin,F., Herring,B.L., Peddada,L. and Delwart,E.L.",B,,
PM14709248,14709248,2003,,3,1,Hypermutation of HIV type 1 genomes isolated from infants soon after vertical infection,"Koulinska,I.N., Chaplin,B., Mwakagile,D., Essex,M. and Renjifo,B.",10A1,,
PM15075531,15075531,2004,,3,1,Recombination following superinfection by HIV-1,"Fang,G., Weiser,B., Kuiken,C., Philpott,S.M., Rowland-Jones,S., Plummer,F., Kimani,J., Shi,B., Kaul,R., Bwayo,J., Anzala,O. and Burger,H.",A1C,,
PM15316355,15316355,2004,,1,1,Biased G-to-A hypermutation in HIV-1 proviral DNA from a long-term non-progressor,"Wei,M., Xing,H., Hong,K., Huang,H., Tang,H., Qin,G. and Shao,Y.",B,,
PM15564517,15564517,2004,,1,1,Infectious molecular clone of a recently transmitted pediatric human immunodeficiency virus clade C isolate from Africa: evidence of intraclade recombination,"Grisson,R.D., Chenine,A.L., Yeh,L.Y., He,J., Wood,C., Bhat,G.J., Xu,W., Kankasa,C. and Ruprecht,R.M.",C,,
PM15567138,15567138,2005,,1,1,Characteristics of HIV-1 env V3 loop sequences for subtype A1 variant spread in Eastern Europe,"Papuashvili,M.N., Novokhatsky,A.S. and Shcherbakova,T.I.",A6,,
PM15596829,15596829,2005,,78,1,Human immunodeficiency virus type 1 genomic RNA sequences in the female genital tract and blood: compartmentalization and intrapatient recombination,"Philpott,S., Burger,H., Tsoukas,C., Foley,B., Anastos,K., Kitchen,C. and Weiser,B.",B,,
PM15725755,15725755,2005,,4,1,"Circulation of novel HIV type 1 A, B/C, and F subtypes in Argentina","Aulicino,P.C., Kopka,J., Mangano,A.M., Rocco,C., Iacono,M., Bologna,R. and Sen,L.",F1,,
PM15929705,15929705,2005,,1,1,Near-full-length genomic sequence of a human immunodeficiency type 1 subtype g strain from cameroon,"Holzmayer,V., Zekeng,L., Kaptue,L., Gurtler,L., Devare,S.G. and Hackett,J.",G,,
PM16060837,16060837,2005,,1,1,Genomic Characterization of a Novel HIV Type 1 B/G Intersubtype Recombinant Strain from an Injecting Drug User in Germany,"Harris,B., Truchsess,I.V., Schatzl,H.M., Devare,S.G. and Hackett,J.",73_BG,,
PM16140747,16140747,2005,,113,1,"In-depth analysis of a heterosexually acquired human immunodeficiency virus type 1 superinfection: evolution, temporal fluctuation, and intercompartment dynamics from the seronegative window period through 30 months postinfection","McCutchan,F.E., Hoelscher,M., Tovanabutra,S., Piyasirisilp,S., Sanders-Buell,E., Ramos,G., Jagodzinski,L., Polonis,V., Maboko,L., Mmbando,D., Hoffmann,O., Riedner,G., von Sonnenburg,F., Robb,M. and Birx,D.L.",ACD,,
PM16225418,16225418,2005,,1,1,Sequence analysis of a South American HIV type 1 BC recombinant,"Aulicino,P.C., Kopka,J., Rocco,C., Mangano,A. and Sen,L.",BC,,
PM16289184,16289184,2006,,1,1,Construction and characterization of an infectious molecular clone of HIV-1 subtype A of Indian origin,"Rodriguez,M.A., Chen,Y., Craigo,J.K., Chatterjee,R., Ratner,D., Tatsumi,M., Roy,P., Neogi,D. and Gupta,P.",A1C,,
PM16386114,16386114,2005,,1,1,Full sequence of HIV type 1 Korean subtype B in an AIDS case with atypical seroconversion: TAAAA at TATA box,"Cho,Y.K., Sung,H., Bae,I.G., Oh,H.B., Kim,N.J., Woo,J.H. and Kim,Y.B.",B,,
PM16959032,16959032,2006,,10,1,"First report of an HIV-1 triple recombinant of subtypes B, C and F in Buenos Aires, Argentina","Pando,M.A., Eyzaguirre,L.M., Segura,M., Bautista,C.T., Marone,R., Ceballos,A., Montano,S.M., Sanchez,J.L., Weissenbacher,M., Avila,M.M. and Carr,J.K.",BCF1,,
PM16987968,16987968,2006,,1,1,Entire genome of a strain of human immunodeficiency virus type 1 with a deletion of nef that was recovered 20 years after primary infection: large pool of proviruses with deletions of env,"Calugi,G., Montella,F., Favalli,C. and Benedetto,A.",B,,
PM17053347,17053347,,,11,1,Characterization of a new circulating recombinant form comprising HIV-1 subtypes C and B in southern Brazil,"Santos,A.F., Sousa,T.M., Soares,E.A., Sanabani,S., Martinez,A.M., Sprinz,E., Silveira,J., Sabino,E.C., Tanuri,A. and Soares,M.A.",31_BC,,
PM17073619,17073619,2006,,1,1,High frequency of grossly deleted nef genes in HIV-1 infected long-term slow progressors treated with Korean red ginseng,"Cho,Y.K., Lim,J.Y., Jung,Y.S., Oh,S.K., Lee,H.J. and Sung,H.",B,,
PM17336569,17336569,2007,,2,1,Aberrant life cycle of human immunodeficiency virus type 1 CRF15_01B-like clinical isolates from Thailand in human CD4+ T-cell lines,"Warachit,J., Iwabu,Y., Li,Y.G., Li,G.M., Isarangkura,P., Ibrahim,M.S., Balachandra,K., Tsuji,S. and Ikuta,K.",01B,,
PM17396997,17396997,2007,,16,1,Molecular epidemiology of HIV-1 infection and full-length genomic analysis of circulating recombinant form 07_BC strains from injection drug users in Taiwan,"Lin,Y.T., Lan,Y.C., Chen,Y.J., Huang,Y.H., Lee,C.M., Liu,T.T., Wong,W.W., Yang,J.Y., Wang,C.T. and Chen,Y.M.",07_BC,,
PM17411380,17411380,2007,,4,1,Characterization of An HIV-1 Group M Variant That Is Distinct from The Known Subtypes,"van der Hoek,L., Pollakis,G., Lukashov,V.V., Jebbink,M.F., Jeeninga,R.E., Bakker,M., Dukers,N., Jurriaans,S., Paxton,W.A., Back,N.K. and Berkhout,B.",U,,
PM17538883,17538883,2007,,83,1,Evolution of HIV-1 in an HLA-B*57-positive patient during virologic escape,"Bailey,J.R., Zhang,H., Wegweiser,B.W., Yang,H.C., Herrera,L., Ahonkhai,A., Williams,T.M., Siliciano,R.F. and Blankson,J.N.",B,,
PM17919110,17919110,2007,,1,1,"Near full-length sequence analysis of a Unique CRF01_AE/B recombinant from Kuala Lumpur, Malaysia","Lau,K.A., Wang,B., Kamarulzaman,A., Ng,K.P. and Saksena,N.K.",01B,,
PM18160016,18160016,2007,,1,1,"Complete genome sequencing of a non-syncytium-inducing HIV type 1 subtype D strain from Cape Town, South Africa","Jacobs,G.B., Loxton,A.G., Laten,A. and Engelbrecht,S.",D,,
PM18195572,18195572,2008,,7,1,"Identification of two new CRF_BF in Rio de Janeiro State, Brazil","Guimaraes,M.L., Eyer-Silva,W.A., Couto-Fernandez,J.C. and Morgado,M.G.",40_BF,Rx,
PM18257686,18257686,2008,,2,1,Construction and characterization of an infectious molecular clone of HIV type 1 CRF07_BC,"Meng,Z., He,X., Xing,H., Xin,R., Sun,J., Yi,F., Ma,L. and Shao,Y.",07_BC,,
PM18257687,18257687,2008,,2,1,"Characterization of an old complex circulating recombinant form, CRF27_cpx, originating from the Democratic Republic of Congo (DRC) and circulating in France","Vidal,N., Frange,P., Chaix,M.L., Mulanga,C., Lepira,F., Bazepeo,S.E., Goujard,C., Meyer,L., Rouzioux,C., Delaporte,E. and Peeters,M.",27_cpx,,
PM18275341,18275341,2008,,55,1,Molecular epidemiology of human immunodeficiency virus type 1 and hepatitis C virus in former blood donors in central China,"Liu,P., Xiang,K., Tang,H., Zhang,W., Wang,X., Tong,X., Takebe,Y. and Yang,R.",B,Unknown,
PM18284322,18284322,2008,,2,1,Evidence of a novel B/C recombinant exhibiting unique breakpoints of near full-length HIV type 1 genome from Northeastern India,"Lakhashe,S., Tripathy,S., Paranjape,R. and Bhattacharya,J.",BC,,
PM18328091,18328091,2008,,1,1,Exceptional molecular and coreceptor-requirement properties of molecular clones isolated from an Human Immunodeficiency Virus Type-1 subtype C infection,"Dash,P.K., Siddappa,N.B., Mangaiarkarasi,A., Mahendarkar,A.V., Roshan,P., Anand,K.K., Mahadevan,A., Satishchandra,P., Shankar,S.K., Prasad,V.R. and Ranga,U.",C,,
PM18366312,18366312,2008,,1,1,Near full-length genomic analysis of a novel subtype A1/C recombinant HIV type 1 isolate from Canada,"Ntemgwa,M., Toni,T.D., Brenner,B.G., Routy,J.P., Moisi,D., Oliveira,M. and Wainberg,M.A.",A1C,,
PM18490657,18490657,2008,,1,1,Identification and characterization of transmitted and early founder virus envelopes in primary HIV-1 infection,"Keele,B.F., Giorgi,E.E., Salazar-Gonzalez,J.F., Decker,J.M., Pham,K.T., Salazar,M.G., Sun,C., Grayson,T., Wang,S., Li,H., Wei,X., Jiang,C., Kirchherr,J.L., Gao,F., Anderson,J.A., Ping,L.H., Swanstrom,R., Tomaras,G.D., Blattner,W.A., Goepfert,P.A., Kilby,J.M., Saag,M.S., Delwart,E.L., Busch,M.P., Cohen,M.S., Montefiori,D.C., Haynes,B.F., Gaschen,B., Athreya,G.S., Lee,H.Y., Wood,N., Seoighe,C., Perelson,A.S., Bhattacharya,T., Korber,B.T., Hahn,B.H. and Shaw,G.M.",B,,
PM18625749,18625749,2008,,9,1,Immune-driven recombination and loss of control after HIV superinfection,"Streeck,H., Li,B., Poon,A.F., Schneidewind,A., Gladden,A.D., Power,K.A., Daskalakis,D., Bazner,S., Zuniga,R., Brander,C., Rosenberg,E.S., Frost,S.D., Altfeld,M. and Allen,T.M.",B,,
PM18851680,18851680,2008,,1,1,Near full-length genome characterization of an HIV type 1 CRF25_cpx strain from Cameroon,"Luk,K.-C., Holzmayer,V., Ndembi,N., Swanson,P., Brennan,C.A., Ngansop,C., Mbanya,D., Kaptue,L., Gurtler,L., Devare,S.G. and Hackett,J. Jr.",25_cpx,,
PM18851681,18851681,2008,,1,1,Identification of a possible ancestor of the subtype A1 HIV Type 1 variant circulating in the former Soviet Union,"Riva,C., Romano,L., Saladini,F., Lai,A., Carr,J.K., Francisci,D., Balotta,C. and Zazzi,M.",A6,,
PM1890410,1890410,1991,,1,1,Characterisation of a series of human immunodeficiency virus isolates derived sequentially from a single patient,"Farrar,G.H., Roff,M.A., Amin,T., Ball,J., Parrett,A.M., Battacharyya,U., Booth,J., Wansbrough-Jones,M.H. and Greenaway,P.J.",B,,
PM19534629,19534629,2009,,1,1,"Near full-length genome characterization of an HIV-1 CRF01_AE strain in Jiangsu, China: evidence of two independent introductions from Fujian","Guo,D., Ding,N., Xu,Y., Guo,H., Wei,J.F., Wang,J.H., He,G., Yang,R. and Zhang,C.",01_AE,,
PM19552591,19552591,2009,,16,1,Characterization of genetically diverse HIV type 1 from a London cohort: near full-length genomic analysis of a subtype H strain,"Holzmayer,V., Aitken,C., Skinner,C., Ryall,L., Devare,S.G. and Hackett,J. Jr.",H,,
PM19621986,19621986,2009,,219,1,"Current HIV type 1 molecular epidemiology profile and identification of unique recombinant forms in Jakarta, Indonesia","Sahbandar,I.N., Takahashi,K., Djoerban,Z., Firmansyah,I., Naganawa,S., Motomura,K., Sato,H., Kitamura,K., Pohan,H.T. and Sato,S.",33_01B,,
PM19727001,19727001,2009,,8,1,Impact of amino acid variations in Gag and protease of HIV type 1 CRF01_AE strains on drug susceptibility of virus to protease inhibitors,"Jinnopat,P., Isarangkura-na-ayuthaya,P., Utachee,P., Kitagawa,Y., de Silva,U.C., Siripanyaphinyo,U., Kameoka,Y., Tokunaga,K., Sawanpanyalert,P., Ikuta,K., Auwanit,W. and Kameoka,M.",01_AE,Naïve,
PM19751146,19751146,2009,,1,1,Use of massive parallel pyrosequencing for near full-length characterization of a unique HIV Type 1 BF recombinant associated with a fatal primary infection,"Bruselles,A., Rozera,G., Bartolini,B., Prosperi,M., Del Nonno,F., Narciso,P., Capobianchi,M.R. and Abbate,I.",BF1,,
PM20386379,20386379,2010,,1,1,First evidence of a HIV-1 M/O recombinant form circulating outside Cameroon,"Vessiere,A., Leoz,M., Brodard,V., Strady,C., Lemee,V., Depatureaux,A., Simon,F. and Plantier,J.C.",DO,,
PM20485520,20485520,2010,,94,1,High Multiplicity Infection by HIV-1 in Men Who Have Sex with Men,"Li,H., Bar,K.J., Wang,S., Decker,J.M., Chen,Y., Sun,C., Salazar-Gonzalez,J.F., Salazar,M.G., Learn,G.H., Morgan,C.J., Schumacher,J.E., Hraber,P., Giorgi,E.E., Bhattacharya,T., Korber,B.T., Perelson,A.S., Eron,J.J., Cohen,M.S., Hicks,C.B., Haynes,B.F., Markowitz,M., Keele,B.F., Hahn,B.H. and Shaw,G.M.",B,,
PM20519388,20519388,2010,,5,1,"Recovery of replication-competent residual HIV-1 from plasma of a patient receiving prolonged, suppressive highly active antiretroviral therapy","Sahu,G.K., Sarria,J.C. and Cloyd,M.W.",B,,
PM20528150,20528150,2010,,1,1,"Near full-length genomic characterization of a novel HIV type 1 subtype B/C recombinant strain from Yunnan, China","Li,L., Chen,L., Yang,S., Liu,Y., Li,H., Bao,Z., Wang,Z., Zhuang,D., Liu,S. and Li,J.",BC,,
PM20618101,20618101,2010,,1,1,Identification of a new HIV type 1 BF intersubtype circulating recombinant form (CRF44_BF) in Chile,"Delgado,E., Rios,M., Fernandez,J., Perez-Alvarez,L., Najera,R. and Thomson,M.M.",44_BF,,
PM20697919,20697919,1923,,4,1,"Construction and characterization of a full-length infectious clone from a fast-replicating, X4-tropic HIV-1 subtype B' isolate","Wu,S.L., Yan,Y.S., Yan,P.P., Huang,H.L. and Wang,H.R.",B,,
PM20812894,20812894,2010,,3,1,Identification and Genetic Characterization of a Novel CRF22_01A1 Recombinant Form of HIV Type 1 in Cameroon,"Zhao,J., Tang,S., Ragupathy,V., Carr,J.K., Wolfe,N.D., Awazi,B. and Hewlett,I.",22_01A1,,
PM20854199,20854199,2010,,1,1,Genetic analysis of a UNAIDS HIV type 1 from Brazil revealed an unexpected recombination pattern,"Chin,M.P. and Ristic,N.",BC,,
PM20958201,20958201,2011,,2,1,The Indonesian Variants of CRF33_01B: Near-Full Length Sequence Analysis,"Sahbandar,I.N., Takahashi,K., Motomura,K., Djoerban,Z., Firmansyah,I., Kitamura,K., Sato,H., Pohan,H.T. and Sato,S.",33_01B,,
PM20977354,20977354,2010,,1,1,"Near Full-Length Sequence Analysis of a Novel HIV-1 C/CRF01_AE Recombinant Variant from Yunnan, China","Li,L., Chen,L., Yang,S., Liu,Y., Li,J., Wang,Z., Yang,B., Li,H., Bao,Z., Zhuang,D., Liu,S. and Li,J.",01C,,
PM21083434,21083434,2011,,1,1,"Near Full-Length Genomic Characterization of a Novel HIV Type 1 CRF07_ BC/CRF08_ BC Recombinant Strain from Yunnan, China","Chen,L., Yang,S., Li,J., Li,J., Liu,Y., Wang,Z., Yang,B., Li,T., Li,H., Bao,Z., Zhuang,D., Liu,S. and Li,L.",0708,,
PM21087143,21087143,2011,,1,1,Genetic Analysis of the Near Full-Length Genome of an HIV Type 1 A1/C Unique Recombinant Form from Northern South Africa,"Iweriebor,B.C., Bessong,P.O., Mavhandu,L.G., Masebe,T.M., Nwobegahay,J., Moyo,S.R. and Mphahlele,J.M.",A1C,,
PM21091377,21091377,2011,,1,1,Transmitted HIV type 1 drug resistance among individuals with recent HIV infection in East and Southern Africa,"Price,M.A., Wallis,C.L., Lakhi,S., Karita,E., Kamali,A., Anzala,O., Sanders,E.J., Bekker,L.G., Twesigye,R., Hunter,E., Kaleebu,P., Kayitenkore,K., Allen,S., Ruzagira,E., Mwangome,M., Mutua,G., Amornkul,P.N., Stevens,G., Pond,S.L., Schaefer,M., Papathanasopoulos,M.A., Stevens,W. and Gilmour,J.",A1D,,
PM21361866,21361866,2011,,1,1,"The dynamic face of HIV-1 subtypes among men who have sex with men in Beijing, China","Wang,W., Xu,J., Jiang,S., Yang,K., Meng,Z., Ma,Y., Li,M., Zhang,X., Shao,Y., Zhang,F. and Zhang,X.",55_01B,,
PM21550842,21550842,2011,,4,1,Sustained elite suppression of replication competent HIV-1 in a patient treated with rituximab based chemotherapy,"Gaillard,S., Dinoso,J.B., Marsh,J.A., Dezern,A.E., O'Connell,K.A., Spivak,A.M., Alwood,K., Durand,C.M., Ambinder,R.F. and Blankson,J.N.",B,,
PM2172833,2172833,1990,,1,1,HIV-1 tropism for mononuclear phagocytes can be determined by regions of gp120 outside the CD4-binding domain,"O'Brien,W.A., Koyanagi,Y., Namazie,A., Zhao,J.Q., Diagne,A., Idler,K., Zack,J.A. and Chen,I.S.",B,,
PM21835785,21835785,2011,,10,1,Primary Infection by a Human Immunodeficiency Virus with Atypical Coreceptor Tropism,"Jiang,C., Parrish,N.F., Wilen,C.B., Li,H., Chen,Y., Pavlicek,J.W., Berg,A., Lu,X., Song,H., Tilton,J.C., Pfaff,J.M., Henning,E.A., Decker,J.M., Moody,M.A., Drinker,M.S., Schutte,R., Freel,S., Tomaras,G.D., Nedellec,R., Mosier,D.E., Haynes,B.F., Shaw,G.M., Hahn,B.H., Doms,R.W. and Gao,F.",B,,
PM22236080,22236080,2012,,1,1,"Isolation, Characterization, and Sequence Analysis of a Novel HIV Type 1 Subtype A1 Strain from Russia","Galkin,A.N., Bychenko,A.B., Kuznecovs,G. and Filinova,E.Y.",A6,,
PM22238317,22238317,2012,,1,1,The impact of HLA-B*81-associated mutations in HIV-1 Gag on viral replication capacity,"Wright,J.K., Naidoo,V.L., Brumme,Z.L., Prince,J.L., Claiborne,D.T., Goulder,P.J., Brockman,M.A., Hunter,E. and Ndung'u,T.",C,,
PM22363589,22363589,2012,,2,1,Parental LTRs Are Important in a Construct of a Stable and Efficient Replication-Competent Infectious Molecular Clone of HIV-1 CRF08_BC,"Zhang,Q., Zhang,X., Wu,H., Seto,D., Zhang,H.J., Chen,Z., Wan,C. and Zheng,B.J.",08_BC,,
PM22644035,22644035,2012,,1,1,Mutations in HIV-1 gag and pol Compensate for the Loss of Viral Fitness Caused by a Highly Mutated Protease,"Kozisek,M., Henke,S., Saskova,K.G., Jacobs,G.B., Schuch,A., Buchholz,B., Muller,V., Krausslich,H.G., Rezacova,P., Konvalinka,J. and Bodem,J.",02_AG,,
PM2265025,2265025,1990,,1,1,Nucleotide sequence of a Ugandan HIV-1 provirus reveals genetic diversity from other HIV-1 isolates,"Oram,J.D., Downing,R.G., Roff,M., Clegg,J.C., Serwadda,D. and Carswell,J.W.",A1,,
PM22903393,22903393,2012,,1,1,"Genetic characterization of an isolate of HIV type 1 AG recombinant form circulating in Siberia, Russia","Baryshev,P.B., Bogachev,V.V. and Gashnikova,N.M.",63_02A1,,
PM22984494,22984494,2012,,1,1,Identification of Drug Resistant Mutations in HIV-1 CRF07_BC Variants Selected by Nevirapine In Vitro,"Wu,H., Zhang,H.J., Zhang,X.M., Xu,H.F., Wang,M., Huang,J.D. and Zheng,B.J.",07_BC,,
PM22997423,22997423,2012,,2,1,Genome Sequence of a Novel HIV-1 Circulating Recombinant Form 54_01B from Malaysia,"Ng,K.T., Ong,L.Y., Takebe,Y., Kamarulzaman,A. and Tee,K.K.",54_01B,,
PM23170185,23170185,2012,,1,1,Construction of a High Titer Infectious HIV-1 Subtype C Proviral Clone from South Africa,"Jacobs,G.B., Bock,S., Schuch,A., Moschall,R., Schrom,E.M., Zahn,J., Reuter,C., Preiser,W., Rethwilm,A., Engelbrecht,S., Kerkau,T. and Bodem,J.",C,,
PM23594292,23594292,2013,,1,1,"Near Full-Length Genomic Characterization of a Novel HIV Type 1 CRF07_ BC/01_AE Recombinant in Men Who Have Sex with Men from Sichuan, China","Wei,H., Su,L., Feng,Y., He,X., His,J., Liang,S. and Shao,Y.",0107,,
PM2364020,2364020,1990,,1,1,Molecular cloning and characterization of a German HIV-1 isolate,"Sauermann,U., Schneider,J., Mous,J., Brunckhorst,U., Schedel,I., Jentsch,K.D. and Hunsmann,G.",B,,
PM2370688,2370688,1990,,1,1,"Human immunodeficiency virus type 1 cellular host range, replication, and cytopathicity are linked to the envelope region of the viral genome","York-Higgins,D., Cheng-Mayer,C., Bauer,D., Levy,J.A. and Dina,D.",B,,
PM23717086,23717086,,,209,1,Frequent Genetic Defects in the HIV-1 5' LTR/gag Gene in Hemophiliacs Treated with Korean Red Ginseng: Decreased Detection of Genetic Defects by Highly Active Antiretroviral Therapy,"Cho,Y.K., Jung,Y., Sung,H. and Joo,C.H.",B,,
PM23742670,23742670,2013,,10,1,"Molecular Characterization of Unique Intersubtype HIV Type 1 A1/C Recombinant Strain Circulating in Pune, India","Pandey,S., Tripathy,S. and Paranjape,R.",A1C,,
PM23800314,23800314,2013,,1,1,"Near Full-Length Genome Identification of a Novel HIV Type 1 B'/C Recombinant Isolate JL100091 in Jilin, China","Ning,C., Li,X., He,X., Xing,H., Hong,K., Yang,R. and Shao,Y.",BC,,
PM23809010,23809010,2013,,1,1,"Near Full-Length Genome Sequence of a Novel HIV Type 1 Second-Generation Recombinant Form (CRF01_AE/CRF07_BC) Identified Among Men Who Have Sex with Men in Jilin, China","Li,X., Ning,C., He,X., Yang,Y., Xing,H., Hong,K., Shao,Y. and Yang,R.",0107,,
PM24164454,24164454,2014,,1,1,"Near Full-Length Genome Characterization of a New CRF01_AE/CRF08_BC Recombinant Transmitted Between a Heterosexual Couple in Guangxi, China","Wang,N., Wei,H., Xiong,R., Zhang,H., Hsi,J.H., Ning,C., Zhang,L., Wang,J., Feng,Y. and Shao,Y.",0108,,
PM2423250,2423250,1986,,2,1,"Identification and characterization of conserved and variable regions in the envelope gene of HTLV-III/LAV, the retrovirus of AIDS","Starcich,B.R., Hahn,B.H., Shaw,G.M., McNeely,P.D., Modrow,S., Wolf,H., Parks,E.S., Parks,W.P., Josephs,S.F., Gallo,R.C. and Wong-Staal,F.",B,,
PM24324545,24324545,2013,,6,1,"Construction and Characterization of Highly Infectious Full-Length Molecular Clones of a HIV-1 CRF07_BC Isolate from Xinjiang, China","Wang,Z., Hong,K., Zhang,J., Zhang,L., Li,D., Ren,L., Liang,H. and Shao,Y.",07_BC,,
PM24446780,24446780,2014,,1,1,"Near Full-Length Genome Identification of a Novel HIV-1 Recombinant Form (CRF01_AE/B'/C) Among Heterosexuals in Jilin, China","Li,X., Ning,C., Chen,Y., Feng,Y., Wei,M., Xing,H. and Shao,Y.",01BC,,
PM24521207,24521207,2014,,1,1,"Near Full-Length Genome Sequence of a Novel HIV-1 Recombinant Form (CRF01_AE/B) Detected Among Men Who Have Sex with Men in Jilin Province, China","Li,X., Feng,Y., Yang,Y., Chen,Y., Guo,Q., Sun,L., Zang,X., Xing,H. and Shao,Y.",01B,,
PM24601765,24601765,2014,,1,1,"A Novel HIV-1 CRF01_AE/B Recombinant Among Men Who Have Sex with Men in Jiangsu Province, China","Guo,H., Hu,H., Zhou,Y., Yang,H., Huan,X., Qiu,T., Fu,G. and Ding,P.",68_01B,,
PM24675847,24675847,2014,,1,1,"Genome Sequence of a Complex HIV-1 Unique Recombinant Form Involving CRF01_AE, Subtype B, and Subtype B' Identified in Malaysia","Chow,W.Z., Nizam,S., Ong,L.Y., Ng,K.T., Chan,K.G., Takebe,Y., Koh,C., Kamarulzaman,A. and Tee,K.K.",01B,,
