PubID,PubIDCorrection,PMID,PubYr,NumIsolates,Title,Authors,RxStatus,Notes
PM10628816,,10628816,,4,Intersubtype recombinant HIV type 1 involving HIV-MAL-like and subtype H-like sequence in four Norwe,"Jonassen,T.O., Grinde,B., Asjo,B., Hasle,G. and Hu",,
PM10644851,,10644851,,27,Spread of distinct human immunodeficiency virus type 1 AG recombinant lineages in Africa,"Cornelissen,M., van Den Burg,R., Zorgdrager,F. and",,
PM10653914,,10653914,,60,Dynamics of dominance of a dipeptide insertion in reverse transcriptase of HIV-1 from patients subje,"Briones,C., Mas,A., Gomez-Mariano,G., Altisent,C.,",,
PM10653914,,10653914,,1,Dynamics of dominance of a dipeptide insertion in reverse transcriptase of HIV-1 from patients subje,"Briones,C., Mas,A., Gomez-Mariano,G., Altisent,C.,",,
PM10659053,,10659053,,5,Near-full-length genome sequencing of divergent African HIV type 1 subtype F viruses leads to the id,"Triques,K., Bourgeois,A., Vidal,N., Mpoudi-Ngole,E",Naive,
PM10716369,,10716369,,37,"Predominance of subtype A and G HIV type 1 in Nigeria, with geographical differences in their distri","Peeters,M., Esu-Williams,E., Vergne,L., Montavon,C",,
PM10716370,,10716370,,20,Genetic evidence of multiple transmissions of HIV type 1 subtype F within Romania from adult blood d,"Op De Coul,E., van den Burg,R., Asjo,B., Goudsmit,",,
PM10725202,,10725202,,4,Virtually full-length subtype F and F/D recombinant HIV-1 from Africa and South America,"Laukkanen,T., Carr,J.K., Janssens,W., Liitsola,K.,",,
PM10729165,,10729165,,3,Patterns of genomic sequence diversity among their simian immunodeficiency viruses suggest that LHoe,"Beer,B.E., Bailes,E., DaPolito,G., Campbell,B.J., ",,
PM10754387,,10754387,,2,Rapid full-length genomic sequencing of two cytopathically heterogeneous Australian primary HIV-1 is,"Oelrichs,R.B., Lawson,V.A., Coates,K.M., Chatfield",,
PM10772525,,10772525,,30,Molecular epidemiology of HIV type 1 in a rural community in southwest Uganda,"Kaleebu,P., Whitworth,J., Hamilton,L., Rutebemberw",,
PM10772535,,10772535,,6,Identification of HIV type 1 intersubtype recombinants in South Africa using env and gag heteroduple,"Bredell,H., Hunt,G., Morgan,B., Tiemessen,C.T., Ma",,
PM10772536,,10772536,,60,Subtype-specific sequence variation of the HIV type 1 long terminal repeat and primer-binding site,"De Baar,M.P., De Ronde,A., Berkhout,B., Cornelisse",,
PM10777151,,10777151,,78,"Identification of all HIV type 1 group M subtypes in Senegal, a country with low and stable seroprev","Toure-Kane,C., Montavon,C., Faye,M.A., Gueye,P.M.,",,
PM10792985,,10792985,,7,Independent introduction of transmissible F/D recombinant HIV-1 from Africa into Belgium and The Net,"Op de Coul,E., van der Schoot,A., Goudsmit,J., van",,
PM10792990,,10792990,,1,Multidrug resistance genotypes (insertions in the beta3-beta4 finger subdomain and MDR mutations) of,"Tamalet,C., Yahi,N., Tourres,C., Colson,P., Quinso",,
PM10836755,,10836755,,10,The HIV epidemic in the Amazon Basin is driven by prototypic and recombinant HIV-1 subtypes B and F,"Vicente,A.C., Otsuki,K., Silva,N.B., Castilho,M.C.",,
PM10866228,,10866228,,187,Most env and gag subtype A HIV-1 viruses circulating in West and West Central Africa are similar to ,"Montavon,C., Toure-Kane,C., Liegeois,F., Mpoudi,E.",,
PM10875610,,10875610,,1,Molecular characterization of a recombinant HIV type 1 isolate (A/G/E/?): unidentified regions may b,"Paraskevis,D., Magiorkinis,M., Paparizos,V., Pavla",,
PM10881687,,10881687,,55,Comparison of proviral accessory genes between long-term nonprogressors and progressors of human imm,"Yamada,T. and Iwamoto,A.",,
PM10890363,,10890363,,1,HIV type 1 A/J recombinant with a pronounced pol gene mosaicism,"Novitsky,V.A., Gaolekwe,S., McLane,M.F., Ndungu,T.",,
PM10933619,,10933619,,2,An AB recombinant and its parental HIV type 1 strains in the area of the former Soviet Union: low re,"Liitsola,K., Holm,K., Bobkov,A., Pokrovsky,V., Smo",,
PM10933619,,10933619,,1,An AB recombinant and its parental HIV type 1 strains in the area of the former Soviet Union: low re,"Liitsola,K., Holm,K., Bobkov,A., Pokrovsky,V., Smo",,
PM10935981,,10935981,,1,AIDS in an HIV-seronegative Ghanaian woman with intersubtype A/G recombinant HIV-1 infection,"Candotti,D., Adu-Sarkodie,Y., Davies,F., Baldrich-",,
PM10954895,,10954895,,2,Near full-length genome analysis of HIV type 1 CRF02.AG subtype C and CRF02.AG subtype G recombinant,"Janssens,W., Salminen,M.O., Laukkanen,T., Heyndric",,
PM10957728,,10957728,,8,Evidence of the existence of a new circulating recombinant form of HIV type 1 subtype A/J in Cameroo,"Tscherning-Casper,C., Dolcini,G., Mauclere,P., Fen",,
PM10957729,,10957729,,3,Presence of diverse human immunodeficiency virus type 1 viral variants in Cameroon,"Fonjungo,P.N., Mpoudi,E.N., Torimiro,J.N., Alemnji",,
PM10969347,,10969347,,18,Prevalence of multiple dideoxynucleoside analogue resistance (MddNR) in a multicenter cohort of HIV-,"Balotta,C., Violin,M., Monno,L., Bagnarelli,P., Ri",,
PM10969347,,10969347,,17,Prevalence of multiple dideoxynucleoside analogue resistance (MddNR) in a multicenter cohort of HIV-,"Balotta,C., Violin,M., Monno,L., Bagnarelli,P., Ri",,
PM10983640,,10983640,,2,HIV-1 subtype H near-full length genome reference strains and analysis of subtype-H-containing inter,"Janssens,W., Laukkanen,T., Salminen,M.O., Carr,J.K",,
PM11000225,,11000225,,8,Unusual distribution of mutations associated with serial bottleneck passages of human immunodeficien,"Yuste,E., Lopez-Galindez,C. and Domingo,E.",,
PM11005867,,11005867,,67,Antiretroviral resistance during successful therapy of HIV type 1 infection,"Martinez-Picado,J., DePasquale,M.P., Kartsonis,N.,",,
PM11017792,,11017792,,5,Drug-resistant reverse transcriptase genotyping and phenotyping of B and non-B subtypes (F and A) of,"Caride,E., Brindeiro,R., Hertogs,K., Larder,B., De",,
PM11044094,,11044094,,62,Unprecedented degree of human immunodeficiency virus type 1 (HIV-1) group M genetic diversity in the,"Vidal,N., Peeters,M., Mulanga-Kabeya,C., Nzilambi,",,
PM11044120,,11044120,,4,Testing the hypothesis of a recombinant origin of human immunodeficiency virus type 1 subtype E,"Anderson,J.P., Rodrigo,A.G., Learn,G.H., Madan,A.,",,
PM11055649,,11055649,,85,Analysis of HIV-1 genetic subtypes in Finland reveals good correlation between molecular and epidemi,"Liitsola,K., Holmstrom,P., Laukkanen,T., Brummer-K",,
PM11070028,,11070028,,5,A recent outbreak of human immunodeficiency virus type 1 infection in southern China was initiated b,"Piyasirisilp,S., McCutchan,F.E., Carr,J.K., Sander",,
PM11112486,,11112486,,4,Construction and biological characterization of infectious molecular clones of HIV-1 subtypes B and ,"Salminen,M.O., Ehrenberg,P.K., Mascola,J.R., Dayho",,
PM11118069,,11118069,,28,Emergence of new forms of human immunodeficiency virus type 1 intersubtype recombinants in central M,"Motomura,K., Kusagawa,S., Kato,K., Nohtomi,K., Lwi",,
PM11118077,,11118077,,1,"Study of HIV type 1 gag/env variability in The Gambia, using a multiplex DNA polymerase chain reacti","Cham,F., Heyndrickx,L., Janssens,W., Van der Auwer",,
PM11118362,,11118362,,4,Molecular cloning and biological characterization of full-length HIV-1 subtype C from Botswana,"Ndungu,T., Renjifo,B., Novitsky,V.A., McLane,M.F.,",,
PM11134299,,11134299,,1,Characterization of a novel simian immunodeficiency virus from guereza colobus monkeys (Colobus guer,"Courgnaud,V., Pourrut,X., Bibollet-Ruche,F., Mpoud",,
PM11148222,,11148222,,124,Substantial differences in specificity of HIV-specific cytotoxic T cells in acute and chronic HIV in,"Goulder,P.J., Altfeld,M.A., Rosenberg,E.S., Nguyen",,
PM11153079,,11153079,,7,Molecular characterization of non-B HIV type 1 subtypes from Africa in Spain,"Ortiz,M., Munoz,L., Bernal,A., Rodriguez,A., Zorra",,
PM11153090,,11153090,,2,"Identification of a complex env subtype E HIV type 1 virus from the democratic republic of congo, re","Vidal,N., Mulanga-Kabeya,C., Nzilambi,N., Delaport",,
PM11157057,,11157057,,223,Clustered mutations in HIV-1 gag are consistently required for escape from HLA-B27-restricted cytoto,"Kelleher,A.D., Long,C., Holmes,E.C., Allen,R.L., W",,
PM11170057,,11170057,,1,Long-term culture of human immunodeficiency virus type 1 resulting in loss of glycosylation sites,"Lin,H.J., Siwak,E.B., Lauder,I.J. and Hollinger,F.",,
PM11170057,,11170057,,1,Long-term culture of human immunodeficiency virus type 1 resulting in loss of glycosylation sites,"Lin,H.J., Siwak,E.B., Lauder,I.J. and Hollinger,F.",,
PM11177391,,11177391,,79,Closely related HIV-1 CRF01_AE variant among injecting drug users in northern Vietnam: evidence of H,"Kato,K., Kusagawa,S., Motomura,K., Yang,R., Shiino",,
PM11177395,,11177395,,13,Near full-length clones and reference sequences for subtype C isolates of HIV type 1 from three diff,"Rodenburg,C.M., Li,Y., Trask,S.A., Chen,Y., Decker",Rx-PI,
PM11213929,,11213929,,85,Differences in perinatal transmission among human immunodeficiency virus type 1 genotypes,"Renjifo,B., Fawzi,W., Mwakagile,D., Hunter,D., Msa",,
PM11238855,,11238855,,6,"Individual contributions of mutant protease and reverse transcriptase to viral infectivity, replicat","Bleiber,G., Munoz,M., Ciuffi,A., Meylan,P. and Tel",,
PM11238855,,11238855,,3,"Individual contributions of mutant protease and reverse transcriptase to viral infectivity, replicat","Bleiber,G., Munoz,M., Ciuffi,A., Meylan,P. and Tel",,
PM11242522,,11242522,,24,"Predominance of HIV type 1 subtype G among commercial sex workers from Kinshasa, Democratic Republic","Yang,C., Dash,B., Hanna,S.L., Frances,H.S., Nzilam",,
PM11282011,,11282011,,3,A new human immunodeficiency virus type 1 circulating recombinant form from Tanzania,"Koulinska,I.N., Ndungu,T., Mwakagile,D., Msamanga,",,
PM11282016,,11282016,,23,Recombinant strains of HIV type 1 in the United Kingdom,"Barlow,K.L., Tatt,I.D., Cane,P.A., Pillay,D. and C",,
PM11282016,,11282016,,4,Recombinant strains of HIV type 1 in the United Kingdom,"Barlow,K.L., Tatt,I.D., Cane,P.A., Pillay,D. and C",,
PM11297684,,11297684,,1,A complex human immunodeficiency virus type 1 A/G/J recombinant virus isolated from a seronegative p,"Baldrich-Rubio,E., Anagonou,S., Stirrups,K., Lafia",,
PM11333875,,11333875,,1,Construction and analysis of an infectious human Immunodeficiency virus type 1 subtype C molecular c,"Ndungu,T., Renjifo,B. and Essex,M.",,
PM11333879,,11333879,,48,Genotypic correlates of phenotypic resistance to efavirenz in virus isolates from patients failing n,"Bacheler,L.T., Jeffrey,S., Hanna,G., DAquila,R., W",,
PM11350662,,11350662,,36,"Impact of HIV type 1 protease, reverse transcriptase, cleavage site, and p6 mutations on the virolog","Kaufmann,G.R., Suzuki,K., Cunningham,P., Mukaide,M",,
PM11356968,,11356968,,1,Augmentation of human immunodeficiency virus type 1 subtype E (CRF01_AE) multiple-drug resistance by,"Sato,H., Tomita,Y., Ebisawa,K., Hachiya,A., Shibam",,
PM11375062,,11375062,,1,Isolation and characterization of a full-length molecular DNA clone of Ghanaian HIV type 1 intersubt,"Kusagawa,S., Takebe,Y., Yang,R., Motomura,K., Ampo",,
PM11399992,,11399992,,1,First CRF01_AE/B recombinant of HIV-1 is found in Thailand,"Tovanabutra,S., Polonis,V.R., De Souza,M., Trichav",,
PM11429108,,11429108,,5,Evidence of two distinct subsubtypes within the HIV-1 subtype A radiation,"Gao,F., Vidal,N., Li,Y., Trask,S.A., Chen,Y., Kost",,
PM11429115,,11429115,,1,Analysis of HIV type 1 protease and reverse transcriptase sequences from Venezuela for drug resistan,"Delgado,E., Leon-Ponte,M., Villahermosa,M.L., Cuev",,
PM11429129,,11429129,,2,Full-length sequences of two CRF01_ae (subtype e) HIV type 1 isolates from 1995 samples of patients ,"Auwanit,W., Mukai,T., Ayuthaya,P.I., Kurata,T. and",,
PM11435589,,11435589,,1,Wild Mandrillus sphinx are carriers of two types of lentivirus,"Souquiere,S., Bibollet-Ruche,F., Robertson,D.L., M",,
PM11448170,,11448170,,6,The AG recombinant IbNG and novel strains of group M HIV-1 are common in Cameroon,"Carr,J.K., Torimiro,J.N., Wolfe,N.D., Eitel,M.N., ",,
PM11448170,,11448170,,1,The AG recombinant IbNG and novel strains of group M HIV-1 are common in Cameroon,"Carr,J.K., Torimiro,J., Wolfe,N., Eitel,M., Kim,B.",,
PM11485626,,11485626,,1,Infectious DNA clone of HIV type 1 A/G recombinant (CRF02_AG) replicable in peripheral blood mononuc,"Takahoko,M., Tobiume,M., Ishikawa,K., Ampofo,W., Y",,
PM11504977,,11504977,,9,High proportion of unrelated HIV-1 intersubtype recombinants in the Mbeya region of southwest Tanzan,"Hoelscher,M., Kim,B., Maboko,L., Mhalu,F., von Son",,
PM11505436,,11505436,,13,"Serological and molecular screening for viruses in blood donors from Ntcheu, Malawi: high prevalence","Candotti,D., Mundy,C., Kadewele,G., Nkhoma,W., Bat",,
PM11522184,,11522184,,1,Natural infection of wild-born mandrills (Mandrillus sphinx) with two different types of simian immu,"Takehisa,J., Harada,Y., Ndembi,N., Mboudjeka,I., T",,
PM11522190,,11522190,,3,Full-length genome sequencing of HIV type 1 group O viruses isolated from a heterosexual transmissio,"Toure-Kane,C., Montavon,C., Toure,M., Faye,M., Ndi",,
PM11522191,,11522191,,1,Molecular characterization of a highly divergent HIV type 1 isolate obtained early in the AIDS epide,"Gao,F., Trask,S.A., Hui,H., Mamaeva,O., Chen,Y., T",,
PM11559432,,11559432,,43,Genetic subtypes of HIV type 1 viruses circulating in the Czech Republic,"Reinis,M., Bruckova,M., Graham,R.R., Vandasova,J.,",,
PM11559796,,11559796,,11,Resistance to nucleoside analog reverse transcriptase inhibitors mediated by human immunodeficiency ,"Peters,S., Munoz,M., Yerly,S., Sanchez-Merino,V., ",,
PM11562543,,11562543,,1,"Molecular characterization of a complex, recombinant human immunodeficiency virus type 1 (HIV-1) iso","Paraskevis,D., Magiorkinis,E., Magiorkinis,G., Ana",,
PM11600844,,11600844,,21,Diverse BF recombinants have spread widely since the introduction of HIV-1 into South America,"Carr,J.K., Avila,M., Gomez Carrillo,M., Salomon,H.",,
PM11679152,,11679152,,10,Analysis of transition from long-term nonprogressive to progressive infection identifies sequences t,"Fang,G., Burger,H., Chappey,C., Rowland-Jones,S., ",,
PM11709097,,11709097,,4,Characterization of full-length HIV type 1 subtype C sequences from South Africa,"van Harmelen,J., Williamson,C., Kim,B., Morris,L.,",,
PM11709098,,11709098,,20,Genetic analysis of the complete gag and env genes of HIV type 1 subtype C primary isolates from Sou,"Engelbrecht,S., de Villiers,T., Sampson,C.C., zur ",Unknown,
PM11709100,,11709100,,8,Naturally Occurring Sequence Polymorphisms within HIV Type 1 Group O Protease,"Luk,K.C., Kaptue,L., Zekeng,L., Soriano,V., Gurtle",,
PM11709100,,11709100,,6,Naturally Occurring Sequence Polymorphisms within HIV Type 1 Group O Protease,"Luk,K.C., Kaptue,L., Zekeng,L., Soriano,V., Gurtle",,
PM11711592,,11711592,,2,Characterization of novel simian immunodeficiency viruses from red-capped mangabeys from Nigeria (SI,"Beer,B.E., Foley,B.T., Kuiken,C.L., Tooze,Z., Goek",,
PM11739704,,11739704,,123,Molecular epidemiology of human immunodeficiency virus type 1 transmission in a heterosexual cohort ,"Trask,S.A., Derdeyn,C.A., Fideli,U., Chen,Y., Mele",,
PM11739704,,11739704,,1,Molecular epidemiology of human immunodeficiency virus type 1 transmission in a heterosexual cohort ,"Trask,S.A., Derdeyn,C.A., Fideli,U., Chen,Y., Mele",,
PM11741169,,11741169,,28,Use of the sensitive/less-sensitive (detuned) EIA strategy for targeting genetic analysis of HIV-1 t,"Machado,D.M., Delwart,E.L., Diaz,R.S., de Oliveira",,
PM11741169,,11741169,,1,Use of the sensitive/less-sensitive (detuned) EIA strategy for targeting genetic analysis of HIV-1 t,"Machado,D.M., Delwart,E.L., Diaz,R.S., de Oliveira",,
PM11752707,,11752707,,8,Diversity of mosaic structures and common ancestry of human immunodeficiency virus type 1 BF intersu,"Thomson,M.M., Delgado,E., Herrero,I., Villahermosa",Naive,
PM11779356,,11779356,,82,Genetic characterization of HIV type 1 gag p17 matrix genes in isolates from infected mothers lackin,"Hahn,T. and Ahmad,N.",,
PM11804555,,11804555,,20,Genotypic and phenotypic analysis of HIV type 1 primary isolates from western Cameroon,"Tebit,D.M., Zekeng,L., Kaptue,L., Salminen,M., Kra",,
PM11804560,,11804560,,1,Construction and characterization of a full-length HIV-1(92UG001) subtype D infectious molecular clo,"Novelli,P., Vella,C., Oxford,J. and Daniels,R.S.",,
PM11807313,,11807313,,11,Inter- and intra-genic intersubtype HIV-1 recombination in rural and semi-urban Uganda,"Yirrell,D.L., Kaleebu,P., Morgan,D., Watera,C., Ma",,
PM11832686,,11832686,,32,Resistance to antiretroviral treatment in Gabon: need for implementation of guidelines on antiretrov,"Vergne,L., Malonga-Mouellet,G., Mistoul,I., Mavoun",,
PM11839144,,11839144,,2,Isolation and characterization of replication-competent molecular DNA clones of HIV type 1 CRF01_AE ,"Kusagawa,S., Sato,H., Tomita,Y., Tatsumi,M., Kato,",,
PM11839159,,11839159,,3,"Identification of a new circulating recombinant form of HIV type 1, CRF11-cpx, involving subtypes A,","Montavon,C., Vergne,L., Bourgeois,A., Mpoudi-Ngole",,
PM11860674,,11860674,,34,Evaluation of HIV type 1 group O isolates: identification of five phylogenetic clusters,"Yamaguchi,J., Vallari,A.S., Swanson,P., Bodelle,P.",,
PM11897032,,11897032,,12,Molecular epidemiology of HIV type 1 infection in Portugal: high prevalence of non-B subtypes,"Esteves,A., Parreira,R., Venenno,T., Franco,M., Pi",,
PM11907329,,11907329,,2,Sustained G-->A hypermutation during reverse transcription of an entire human immunodeficiency virus,"Vartanian,J.P., Henry,M. and Wain-Hobson,S.",,
PM11955642,,11955642,,3,Prevalence and origin of HIV-1 group M subtypes among patients attending a Belgian hospital in 1999,"Snoeck,J., Van Dooren,S., Van Laethem,K., Derdelin",,
PM11955642,,11955642,,2,Prevalence and origin of HIV-1 group M subtypes among patients attending a Belgian hospital in 1999,"Snoeck,J., Van Dooren,S., Van Laethem,K., Derdelin",,
PM11981372,,11981372,,9,Identification of a newly characterized HIV-1 BG intersubtype circulating recombinant form in Galici,"Delgado,E., Thomson,M.M., Villahermosa,M.L., Sierr",Mixed,
PM11991972,,11991972,,42,Human immunodeficiency virus type 1 subtype C molecular phylogeny: consensus sequence for an AIDS va,"Novitsky,V., Smith,U.R., Gilbert,P., McLane,M.F., ",Naive,
PM11992288,,11992288,,58,Evolution of human immunodeficiency virus type 1 populations after resumption of therapy following t,"Izopet,J., Souyris,C., Hance,A., Sandres-Saune,K.,",,
PM12079563,,12079563,,9,"Subtypes A, C, G, and Recombinant HIV Type 1 Are Circulating in Bangladesh","Ljungberg,K., Hassan,M.S., Islam,M.N., Siddiqui,M.",,
PM12079566,,12079566,,8,"HIV-1 Subtype A, D, G, AG and Unclassified Sequences Identified in South Africa","Bredell,H., Hunt,G., Casteling,A., Cilliers,T., Ra",,
PM12097600,,12097600,,8,Analysis of Natural Variants of the Human Immunodeficiency Virus Type 1 gag-pol Frameshift Stem-Loop,"Telenti,A., Martinez,R., Munoz,M., Bleiber,G., Gre",,
PM12131217,,12131217,,39,On-going generation of multiple forms of HIV-1 intersubtype recombinants in the Yunnan Province of C,"Yang,R., Xia,X., Kusagawa,S., Zhang,C., Ben,K. and",Naive,
PM12134035,,12134035,,2,Characterization of a novel simian immunodeficiency virus with a vpu gene from greater spot-nosed mo,"Courgnaud,V., Salemi,M., Pourrut,X., Mpoudi-Ngole,",,
