Accession,Subtype,SamplingYear,PubMedID,Title,Authors,PubYear
FJ606334,C,2003,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606335,C,2003,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606336,C,2004,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606337,C,2004,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606338,C,2003,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606339,C,2003,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606340,C,2006,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606341,C,2004,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606342,C,2004,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606343,C,2004,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606344,C,2004,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606345,C,2004,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606346,C,2003,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606347,C,2004,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606348,C,2004,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606349,C,2004,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606350,C,2004,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606351,C,2004,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606352,C,2004,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606353,C,2005,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606354,C,2005,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606355,C,2005,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606356,C,2005,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606357,C,2005,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606358,C,2005,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606359,C,2005,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606360,C,2005,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606361,C,2005,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606362,C,2005,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606363,C,2005,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606364,C,2005,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606365,C,2005,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606366,C,2005,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606367,C,2005,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606368,C,2005,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606369,C,2005,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606370,C,2005,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
FJ606371,C,2005,19242411,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P., Payne,R., Addo,M., Gatanaga,H., Fujiwara,M., Hachiya,A., Koizumi,H., Kuse,N., Oka,S., Duda,A., Prendergast,A., Crawford,H., Leslie,A., Brumme,Z., Brumme,C., Allen,T., Brander,C., Kaslow,R., Tang,J., Hunter,E., Allen,S., Mulenga,J., Branch,S., Roach,T., John,M., Mallal,S., Ogwu,A., Shapiro,R., Prado,J.G., Fidler,S., Weber,J., Pybus,O.G., Klenerman,P., Ndung'u,T., Phillips,R., Heckerman,D., Harrigan,P.R., Walker,B.D., Takiguchi,M. and Goulder,P.",2009
