Accession,Subtype,SamplingYear,PubMedID,Title,Authors,PubYear
DQ823366,A6,2001,16910825,Molecular Epidemiology of HIV Type 1 in Ukraine: Birthplace of an Epidemic,"Saad,M.D., Shcherbinskaya,A.M., Nadai,Y., Kruglov,Y.V., Antonenko,S.V., Lyulchuk,M.G., Kravchenko,O.N., Earhart,K.C., Sanchez,J.L., Brix,D.L. and Carr,J.K.",2006
DQ823367,A6,2001,16910825,Molecular Epidemiology of HIV Type 1 in Ukraine: Birthplace of an Epidemic,"Saad,M.D., Shcherbinskaya,A.M., Nadai,Y., Kruglov,Y.V., Antonenko,S.V., Lyulchuk,M.G., Kravchenko,O.N., Earhart,K.C., Sanchez,J.L., Brix,D.L. and Carr,J.K.",2006
DQ837381,B,2005,23199052,Phylogenetic Analysis of Near Full-Length HIV Type 1 Genomic Sequences from 21 Korean Individuals,"Cho,Y.K., Kim,J.E. and Foley,B.T.",2013
DQ853426,B,1998,16973556,Selection on the human immunodeficiency virus type 1 proteome following primary infection,"Liu,Y., McNevin,J., Cao,J., Zhao,H., Genowati,I., Wong,K., McLaughlin,S., McSweyn,M.D., Diem,K., Stevens,C.E., Maenza,J., He,H., Nickle,D.C., Shriner,D., Holte,S.E., Collier,A.C., Corey,L., McElrath,M.J. and Mullins,J.I.",2006
DQ853455,B,1998,16973556,Selection on the human immunodeficiency virus type 1 proteome following primary infection,"Liu,Y., McNevin,J., Cao,J., Zhao,H., Genowati,I., Wong,K., McLaughlin,S., McSweyn,M.D., Diem,K., Stevens,C.E., Maenza,J., He,H., Nickle,D.C., Shriner,D., Holte,S.E., Collier,A.C., Corey,L., McElrath,M.J. and Mullins,J.I.",2006
DQ859178,01_AE,2005,17042975,"Genetic characterization of three CRF01_AE full-length HIV type 1 sequences from Fujian Province, China","Huang,H.L., Yan,P.P., Zheng,J., Wu,S.L., Cheng,G., Lin,X., Zheng,W.X., Xie,M.R., Zhang,J.M. and Yan,Y.S.",2006
DQ859179,01_AE,2005,17042975,"Genetic characterization of three CRF01_AE full-length HIV type 1 sequences from Fujian Province, China","Huang,H.L., Yan,P.P., Zheng,J., Wu,S.L., Cheng,G., Lin,X., Zheng,W.X., Xie,M.R., Zhang,J.M. and Yan,Y.S.",2006
DQ859180,01_AE,2006,17042975,"Genetic characterization of three CRF01_AE full-length HIV type 1 sequences from Fujian Province, China","Huang,H.L., Yan,P.P., Zheng,J., Wu,S.L., Cheng,G., Lin,X., Zheng,W.X., Xie,M.R., Zhang,J.M. and Yan,Y.S.",2006
DQ869014,B,2001,,Development of an HIV-1 Reference Panel of Recombinant Viruses that Express Envelope Proteins Derived from Recently Transmitted Subtype B Isolates,"Schweighardt,B., Liu,Y., Huang,W., Chappey,C., Lie,Y.S., Petropoulos,C.J. and Wrin,T.",
DQ869015,B,2004,,Development of an HIV-1 Reference Panel of Recombinant Viruses that Express Envelope Proteins Derived from Recently Transmitted Subtype B Isolates,"Schweighardt,B., Liu,Y., Huang,W., Chappey,C., Lie,Y.S., Petropoulos,C.J. and Wrin,T.",
DQ869016,B,2003,,Development of an HIV-1 Reference Panel of Recombinant Viruses that Express Envelope Proteins Derived from Recently Transmitted Subtype B Isolates,"Schweighardt,B., Liu,Y., Huang,W., Chappey,C., Lie,Y.S., Petropoulos,C.J. and Wrin,T.",
DQ869017,B,2001,,Development of an HIV-1 Reference Panel of Recombinant Viruses that Express Envelope Proteins Derived from Recently Transmitted Subtype B Isolates,"Schweighardt,B., Liu,Y., Huang,W., Chappey,C., Lie,Y.S., Petropoulos,C.J. and Wrin,T.",
DQ869018,02_AG,2001,,Development of an HIV-1 Reference Panel of Recombinant Viruses that Express Envelope Proteins Derived from Recently Transmitted Subtype B Isolates,"Schweighardt,B., Liu,Y., Huang,W., Chappey,C., Lie,Y.S., Petropoulos,C.J. and Wrin,T.",
DQ869019,B,2001,,Development of an HIV-1 Reference Panel of Recombinant Viruses that Express Envelope Proteins Derived from Recently Transmitted Subtype B Isolates,"Schweighardt,B., Liu,Y., Huang,W., Chappey,C., Lie,Y.S., Petropoulos,C.J. and Wrin,T.",
DQ869020,B,2002,,Development of an HIV-1 Reference Panel of Recombinant Viruses that Express Envelope Proteins Derived from Recently Transmitted Subtype B Isolates,"Schweighardt,B., Liu,Y., Huang,W., Chappey,C., Lie,Y.S., Petropoulos,C.J. and Wrin,T.",
DQ869021,B,2002,,Development of an HIV-1 Reference Panel of Recombinant Viruses that Express Envelope Proteins Derived from Recently Transmitted Subtype B Isolates,"Schweighardt,B., Liu,Y., Huang,W., Chappey,C., Lie,Y.S., Petropoulos,C.J. and Wrin,T.",
DQ869022,B,2002,,Development of an HIV-1 Reference Panel of Recombinant Viruses that Express Envelope Proteins Derived from Recently Transmitted Subtype B Isolates,"Schweighardt,B., Liu,Y., Huang,W., Chappey,C., Lie,Y.S., Petropoulos,C.J. and Wrin,T.",
DQ869023,B,2002,,Development of an HIV-1 Reference Panel of Recombinant Viruses that Express Envelope Proteins Derived from Recently Transmitted Subtype B Isolates,"Schweighardt,B., Liu,Y., Huang,W., Chappey,C., Lie,Y.S., Petropoulos,C.J. and Wrin,T.",
DQ869024,B,2003,,Development of an HIV-1 Reference Panel of Recombinant Viruses that Express Envelope Proteins Derived from Recently Transmitted Subtype B Isolates,"Schweighardt,B., Liu,Y., Huang,W., Chappey,C., Lie,Y.S., Petropoulos,C.J. and Wrin,T.",
DQ869025,B,2003,,Development of an HIV-1 Reference Panel of Recombinant Viruses that Express Envelope Proteins Derived from Recently Transmitted Subtype B Isolates,"Schweighardt,B., Liu,Y., Huang,W., Chappey,C., Lie,Y.S., Petropoulos,C.J. and Wrin,T.",
DQ869026,B,2000,,Development of an HIV-1 Reference Panel of Recombinant Viruses that Express Envelope Proteins Derived from Recently Transmitted Subtype B Isolates,"Schweighardt,B., Liu,Y., Huang,W., Chappey,C., Lie,Y.S., Petropoulos,C.J. and Wrin,T.",
DQ869027,B,2001,,Development of an HIV-1 Reference Panel of Recombinant Viruses that Express Envelope Proteins Derived from Recently Transmitted Subtype B Isolates,"Schweighardt,B., Liu,Y., Huang,W., Chappey,C., Lie,Y.S., Petropoulos,C.J. and Wrin,T.",
DQ869028,B,2001,,Development of an HIV-1 Reference Panel of Recombinant Viruses that Express Envelope Proteins Derived from Recently Transmitted Subtype B Isolates,"Schweighardt,B., Liu,Y., Huang,W., Chappey,C., Lie,Y.S., Petropoulos,C.J. and Wrin,T.",
DQ869029,B,2003,,Development of an HIV-1 Reference Panel of Recombinant Viruses that Express Envelope Proteins Derived from Recently Transmitted Subtype B Isolates,"Schweighardt,B., Liu,Y., Huang,W., Chappey,C., Lie,Y.S., Petropoulos,C.J. and Wrin,T.",
DQ869030,B,2003,,Development of an HIV-1 Reference Panel of Recombinant Viruses that Express Envelope Proteins Derived from Recently Transmitted Subtype B Isolates,"Schweighardt,B., Liu,Y., Huang,W., Chappey,C., Lie,Y.S., Petropoulos,C.J. and Wrin,T.",
DQ869031,B,2003,,Development of an HIV-1 Reference Panel of Recombinant Viruses that Express Envelope Proteins Derived from Recently Transmitted Subtype B Isolates,"Schweighardt,B., Liu,Y., Huang,W., Chappey,C., Lie,Y.S., Petropoulos,C.J. and Wrin,T.",
DQ869032,B,2003,,Development of an HIV-1 Reference Panel of Recombinant Viruses that Express Envelope Proteins Derived from Recently Transmitted Subtype B Isolates,"Schweighardt,B., Liu,Y., Huang,W., Chappey,C., Lie,Y.S., Petropoulos,C.J. and Wrin,T.",
DQ869033,B,2004,,Development of an HIV-1 Reference Panel of Recombinant Viruses that Express Envelope Proteins Derived from Recently Transmitted Subtype B Isolates,"Schweighardt,B., Liu,Y., Huang,W., Chappey,C., Lie,Y.S., Petropoulos,C.J. and Wrin,T.",
DQ886034,B,,17982054,Increased sequence diversity coverage improves detection of HIV-specific T cell responses,"Frahm,N., Kaufmann,D.E., Yusim,K., Muldoon,M., Kesmir,C., Linde,C.H., Fischer,W., Allen,T.M., Li,B., McMahon,B.H., Faircloth,K.L., Hewitt,H.S., Mackey,E.W., Miura,T., Khatri,A., Wolinsky,S., McMichael,A., Funkhouser,R.K., Walker,B.D., Brander,C. and Korber,B.T.",2007
DQ886037,B,2005,17982054,Increased sequence diversity coverage improves detection of HIV-specific T cell responses,"Frahm,N., Kaufmann,D.E., Yusim,K., Muldoon,M., Kesmir,C., Linde,C.H., Fischer,W., Allen,T.M., Li,B., McMahon,B.H., Faircloth,K.L., Hewitt,H.S., Mackey,E.W., Miura,T., Khatri,A., Wolinsky,S., McMichael,A., Funkhouser,R.K., Walker,B.D., Brander,C. and Korber,B.T.",2007
DQ886038,AKU,,17982054,Increased sequence diversity coverage improves detection of HIV-specific T cell responses,"Frahm,N., Kaufmann,D.E., Yusim,K., Muldoon,M., Kesmir,C., Linde,C.H., Fischer,W., Allen,T.M., Li,B., McMahon,B.H., Faircloth,K.L., Hewitt,H.S., Mackey,E.W., Miura,T., Khatri,A., Wolinsky,S., McMichael,A., Funkhouser,R.K., Walker,B.D., Brander,C. and Korber,B.T.",2007
DQ890515,B,,17015824,The HIV Env variant N283 enhances macrophage tropism and is associated with brain infection and dementia,"Dunfee,R.L., Thomas,E.R., Gorry,P.R., Wang,J., Taylor,J., Kunstman,K., Wolinsky,S.M. and Gabuzda,D.",2006
DQ904348,C,1998,17331039,Longitudinal analysis of HIV type 1 subtype C envelope sequences from South Africa,"Coetzer,M., Cilliers,T., Papathanasopoulos,M., Ramjee,G., Karim,S.A., Williamson,C. and Morris,L.",2007
DQ912822,A1D,1996,18373434,Full-length characterization of A1/D intersubtype recombinant genomes from a therapy-induced HIV type 1 controller during acute infection and his noncontrolling partner,"Fomsgaard,A., Vinner,L., Therrien,D., Jorgensen,L.B., Nielsen,C., Mathiesen,L., Pedersen,C. and Corbet,S.",2008
DQ912823,A1D,1998,18373434,Full-length characterization of A1/D intersubtype recombinant genomes from a therapy-induced HIV type 1 controller during acute infection and his noncontrolling partner,"Fomsgaard,A., Vinner,L., Therrien,D., Jorgensen,L.B., Nielsen,C., Mathiesen,L., Pedersen,C. and Corbet,S.",2008
DQ926895,06_cpx,2001,18205216,Genetic characterization of complex inter-recombinant HIV-1 strains circulating in Spain and reliability of distinct rapid subtyping tools,"Holguin,A., Lospitao,E., Lopez,M., de Arellano,E.R., Pena,M.J., del Romero,J., Martin,C. and Soriano,V.",2008
DQ926896,06G,2001,18205216,Genetic characterization of complex inter-recombinant HIV-1 strains circulating in Spain and reliability of distinct rapid subtyping tools,"Holguin,A., Lospitao,E., Lopez,M., de Arellano,E.R., Pena,M.J., del Romero,J., Martin,C. and Soriano,V.",2008
DQ926897,0206A1,2001,18205216,Genetic characterization of complex inter-recombinant HIV-1 strains circulating in Spain and reliability of distinct rapid subtyping tools,"Holguin,A., Lospitao,E., Lopez,M., de Arellano,E.R., Pena,M.J., del Romero,J., Martin,C. and Soriano,V.",2008
DQ926898,06_cpx,2000,18205216,Genetic characterization of complex inter-recombinant HIV-1 strains circulating in Spain and reliability of distinct rapid subtyping tools,"Holguin,A., Lospitao,E., Lopez,M., de Arellano,E.R., Pena,M.J., del Romero,J., Martin,C. and Soriano,V.",2008
DQ926899,02B,1999,18205216,Genetic characterization of complex inter-recombinant HIV-1 strains circulating in Spain and reliability of distinct rapid subtyping tools,"Holguin,A., Lospitao,E., Lopez,M., de Arellano,E.R., Pena,M.J., del Romero,J., Martin,C. and Soriano,V.",2008
DQ976394,B,,17015824,The HIV Env variant N283 enhances macrophage tropism and is associated with brain infection and dementia,"Dunfee,R.L., Thomas,E.R., Gorry,P.R., Wang,J., Taylor,J., Kunstman,K., Wolinsky,S.M. and Gabuzda,D.",2006
DQ979023,F1,,,Analysis of near full-length genome sequences of HIV-1 isolates of Romanian origin,"Sierra,M., Delgado,E., Munoz,M., Vega,Y., Vazquez de Parga,E., Carmona,R., Cuevas,M.T., Perez-Alvarez,L., Contreras,G., Corral,J., Ojea de Castro,R., Ocampo,A., Najera,R. and Thomson,M.M.",
DQ979024,F1,,,Analysis of near full-length genome sequences of HIV-1 isolates of Romanian origin,"Sierra,M., Delgado,E., Munoz,M., Vega,Y., Vazquez de Parga,E., Carmona,R., Cuevas,M.T., Perez-Alvarez,L., Contreras,G., Corral,J., Ojea de Castro,R., Ocampo,A., Najera,R. and Thomson,M.M.",
DQ979025,F1,,,Analysis of near full-length genome sequences of HIV-1 isolates of Romanian origin,"Sierra,M., Delgado,E., Munoz,M., Vega,Y., Vazquez de Parga,E., Carmona,R., Cuevas,M.T., Perez-Alvarez,L., Contreras,G., Corral,J., Ojea de Castro,R., Ocampo,A., Najera,R. and Thomson,M.M.",
DQ990880,B,2005,,"Construction and characterization of an infectious molecular clone of HIV-1 subtype B' isolated from Hubei Province, China","Tan,J., Zhang,W., Liu,P., Tong,X. and Yang,R.",
EF025168,A1G,2000,17607774,Quasispecies analysis of novel HIV-1 recombinants of subtypes A and G reveals no similarity to the mosaic structure of CRF02_AG,"Powell,R.L., Konings,F.A., Nanfack,A., Burda,S., Urbanski,M.M., Saa,D. and Nyambi,P.N.",2007
EF025323,A1G,2000,17607774,Quasispecies analysis of novel HIV-1 recombinants of subtypes A and G reveals no similarity to the mosaic structure of CRF02_AG,"Powell,R.L., Konings,F.A., Nanfack,A., Burda,S., Urbanski,M.M., Saa,D. and Nyambi,P.N.",2007
EF029066,U,1995,17411380,Characterization of An HIV-1 Group M Variant That Is Distinct from The Known Subtypes,"van der Hoek,L., Pollakis,G., Lukashov,V.V., Jebbink,M.F., Jeeninga,R.E., Bakker,M., Dukers,N., Jurriaans,S., Paxton,W.A., Back,N.K. and Berkhout,B.",2007
EF033657,B,,17050592,Impact of natural polymorphism within the gp41 cytoplasmic tail of human immunodeficiency virus type 1 on the intracellular distribution of envelope glycoproteins and viral assembly,"Lambele,M., Labrosse,B., Roch,E., Moreau,A., Verrier,B., Barin,F., Roingeard,P., Mammano,F. and Brand,D.",2007
EF033659,G,,17050592,Impact of natural polymorphism within the gp41 cytoplasmic tail of human immunodeficiency virus type 1 on the intracellular distribution of envelope glycoproteins and viral assembly,"Lambele,M., Labrosse,B., Roch,E., Moreau,A., Verrier,B., Barin,F., Roingeard,P., Mammano,F. and Brand,D.",2007
EF036527,01_AE,2005,17451347,"Genetic Characterization of CRF01_AE Full-Length Human Immunodeficiency Virus Type 1 Sequences from Fujian, China","Huang,H.L., Zheng,J., Yan,P.P., Cheng,L., Lin,X., Zhang,Z.S. and Yang,Y.S.",2007
EF036528,01_AE,2005,17451347,"Genetic Characterization of CRF01_AE Full-Length Human Immunodeficiency Virus Type 1 Sequences from Fujian, China","Huang,H.L., Zheng,J., Yan,P.P., Cheng,L., Lin,X., Zhang,Z.S. and Yang,Y.S.",2007
EF036529,01_AE,2005,17451347,"Genetic Characterization of CRF01_AE Full-Length Human Immunodeficiency Virus Type 1 Sequences from Fujian, China","Huang,H.L., Zheng,J., Yan,P.P., Cheng,L., Lin,X., Zhang,Z.S. and Yang,Y.S.",2007
EF036530,01_AE,2005,17451347,"Genetic Characterization of CRF01_AE Full-Length Human Immunodeficiency Virus Type 1 Sequences from Fujian, China","Huang,H.L., Zheng,J., Yan,P.P., Cheng,L., Lin,X., Zhang,Z.S. and Yang,Y.S.",2007
EF036531,01_AE,2006,17451347,"Genetic Characterization of CRF01_AE Full-Length Human Immunodeficiency Virus Type 1 Sequences from Fujian, China","Huang,H.L., Zheng,J., Yan,P.P., Cheng,L., Lin,X., Zhang,Z.S. and Yang,Y.S.",2007
EF036532,01_AE,2006,17451347,"Genetic Characterization of CRF01_AE Full-Length Human Immunodeficiency Virus Type 1 Sequences from Fujian, China","Huang,H.L., Zheng,J., Yan,P.P., Cheng,L., Lin,X., Zhang,Z.S. and Yang,Y.S.",2007
EF036533,01_AE,2006,17451347,"Genetic Characterization of CRF01_AE Full-Length Human Immunodeficiency Virus Type 1 Sequences from Fujian, China","Huang,H.L., Zheng,J., Yan,P.P., Cheng,L., Lin,X., Zhang,Z.S. and Yang,Y.S.",2007
EF036534,01_AE,2005,17451347,"Genetic Characterization of CRF01_AE Full-Length Human Immunodeficiency Virus Type 1 Sequences from Fujian, China","Huang,H.L., Zheng,J., Yan,P.P., Cheng,L., Lin,X., Zhang,Z.S. and Yang,Y.S.",2007
EF036535,01_AE,2005,17451347,"Genetic Characterization of CRF01_AE Full-Length Human Immunodeficiency Virus Type 1 Sequences from Fujian, China","Huang,H.L., Zheng,J., Yan,P.P., Cheng,L., Lin,X., Zhang,Z.S. and Yang,Y.S.",2007
EF036536,01_AE,2006,17451347,"Genetic Characterization of CRF01_AE Full-Length Human Immunodeficiency Virus Type 1 Sequences from Fujian, China","Huang,H.L., Zheng,J., Yan,P.P., Cheng,L., Lin,X., Zhang,Z.S. and Yang,Y.S.",2007
EF042692,BC,2004,,Human immunodeficiency virus type 1 CRF07_BC Env/Rev cassette clones from chronically infected individuals in China for use as Env-pseudotyped viruses in neutralizing antibody assays,"Hong,K., Tang,H., Montefiori,D. and Shao,Y.",
EF078278,C,2004,17396997,Molecular epidemiology of HIV-1 infection and full-length genomic analysis of circulating recombinant form 07_BC strains from injection drug users in Taiwan,"Lin,Y.T., Lan,Y.C., Chen,Y.J., Huang,Y.H., Lee,C.M., Liu,T.T., Wong,W.W., Yang,J.Y., Wang,C.T. and Chen,Y.M.",2007
EF078279,C,2004,17396997,Molecular epidemiology of HIV-1 infection and full-length genomic analysis of circulating recombinant form 07_BC strains from injection drug users in Taiwan,"Lin,Y.T., Lan,Y.C., Chen,Y.J., Huang,Y.H., Lee,C.M., Liu,T.T., Wong,W.W., Yang,J.Y., Wang,C.T. and Chen,Y.M.",2007
EF087994,36_cpx,2000,17725418,Identification of a novel circulating recombinant form (CRF) 36_cpx in Cameroon that combines two CRFs (01_AE and 02_AG) with ancestral lineages of subtypes A and G,"Powell,R.L., Zhao,J., Konings,F.A., Tang,S., Nanfack,A., Burda,S., Urbanski,M.M., Saa,D.R., Hewlett,I. and Nyambi,P.N.",2007
EF087995,36_cpx,2000,17725418,Identification of a novel circulating recombinant form (CRF) 36_cpx in Cameroon that combines two CRFs (01_AE and 02_AG) with ancestral lineages of subtypes A and G,"Powell,R.L., Zhao,J., Konings,F.A., Tang,S., Nanfack,A., Burda,S., Urbanski,M.M., Saa,D.R., Hewlett,I. and Nyambi,P.N.",2007
EF091932,31_BC,2002,17053347,Characterization of a new circulating recombinant form comprising HIV-1 subtypes C and B in southern Brazil,"Santos,A.F., Sousa,T.M., Soares,E.A., Sanabani,S., Martinez,A.M., Sprinz,E., Silveira,J., Sabino,E.C., Tanuri,A. and Soares,M.A.",2011
EF116594,37_cpx,2000,17678477,"Circulating Recombinant Form (CRF) 37_cpx: An Old Strain in Cameroon Composed of Diverse, Genetically Distant Lineages of Subtypes A and G","Powell,R.L., Zhao,J., Konings,F.A., Tang,S., Ewane,L., Burda,S., Urbanski,M.M., Saa,D.R., Hewlett,I. and Nyambi,P.N.",2007
EF117254,07_BC,2004,,Human immunodeficiency virus type 1 CRF07_BC Env/Rev cassette from chronically infected individuals in China for use as Env-pseudotyped viruses in neutralizing antibody assays,"Hong,K., Tang,H., Montefiori,D. and Shao,Y.",
EF117255,07_BC,2004,,Human immunodeficiency virus type 1 CRF07_BC Env/Rev cassette from chronically infected individuals in China for use as Env-pseudotyped viruses in neutralizing antibody assays,"Hong,K., Tang,H., Montefiori,D. and Shao,Y.",
EF117256,07_BC,2004,,Human immunodeficiency virus type 1 CRF07_BC Env/Rev cassette from chronically infected individuals in China for use as Env-pseudotyped viruses in neutralizing antibody assays,"Hong,K., Tang,H., Montefiori,D. and Shao,Y.",
